Player,Team,Venue,Category,Market,n,n_venue,mu_all,mu_blend,s2_blend,narrative_mult,mu_adj,s2_adj,p_base,p_final,Odds,Implied,Fair_Odds,EV_pct,Line,Model
M. Belloumi,hull-city,Neutral,tackles,PLAYER_TO_HAVE_1_OR_MORE_TACKLES,11,0,1.6364,1.6364,1.6464,1.0,1.6364,1.6464,0.804341,0.804341,1.06,0.943396,1.2433,-14.7398,1,NegBin
M. Belloumi,hull-city,Neutral,tackles,PLAYER_TO_HAVE_2_OR_MORE_TACKLES,11,0,1.6364,1.6364,1.6464,1.0,1.6364,1.6464,0.486117,0.486117,1.36,0.735294,2.0571,-33.888,2,NegBin
A. Hadziahmetovic,hull-city,Neutral,tackles,PLAYER_TO_HAVE_1_OR_MORE_TACKLES,20,0,1.3,1.3,1.4842,1.0,1.3,1.4842,0.703517,0.703517,1.06,0.943396,1.4214,-25.4272,1,NegBin
A. Hadziahmetovic,hull-city,Neutral,tackles,PLAYER_TO_HAVE_2_OR_MORE_TACKLES,20,0,1.3,1.3,1.4842,1.0,1.3,1.4842,0.365925,0.365925,1.36,0.735294,2.7328,-50.2341,2,NegBin
J. Egan,hull-city,Neutral,tackles,PLAYER_TO_HAVE_1_OR_MORE_TACKLES,27,0,1.1852,1.1852,1.3105,1.0,1.1852,1.3105,0.675868,0.675868,1.25,0.8,1.4796,-15.5165,1,NegBin
J. Egan,hull-city,Neutral,tackles,PLAYER_TO_HAVE_2_OR_MORE_TACKLES,27,0,1.1852,1.1852,1.3105,1.0,1.1852,1.3105,0.328456,0.328456,2.2,0.454545,3.0445,-27.7396,2,NegBin
K. Joseph,hull-city,Neutral,tackles,PLAYER_TO_HAVE_1_OR_MORE_TACKLES,20,0,1.4,1.4,1.7263,1.0,1.4,1.7263,0.715908,0.715908,1.25,0.8,1.3968,-10.5116,1,NegBin
K. Joseph,hull-city,Neutral,tackles,PLAYER_TO_HAVE_2_OR_MORE_TACKLES,20,0,1.4,1.4,1.7263,1.0,1.4,1.7263,0.393359,0.393359,2.2,0.454545,2.5422,-13.4611,2,NegBin
O. McBurnie,hull-city,Neutral,tackles,PLAYER_TO_HAVE_1_OR_MORE_TACKLES,28,0,0.9643,0.9643,1.2209,1.0,0.9643,1.2209,0.574713,0.574713,1.5,0.666667,1.74,-13.793,1,NegBin
O. McBurnie,hull-city,Neutral,tackles,PLAYER_TO_HAVE_2_OR_MORE_TACKLES,28,0,0.9643,0.9643,1.2209,1.0,0.9643,1.2209,0.250811,0.250811,3.25,0.307692,3.9871,-18.4864,2,NegBin
L. Koumas,hull-city,Neutral,tackles,PLAYER_TO_HAVE_1_OR_MORE_TACKLES,11,0,1.0909,1.0909,1.1009,1.0,1.0909,1.1009,0.662416,0.662416,1.14,0.877193,1.5096,-24.4846,1,NegBin
L. Koumas,hull-city,Neutral,tackles,PLAYER_TO_HAVE_2_OR_MORE_TACKLES,11,0,1.0909,1.0909,1.1009,1.0,1.0909,1.1009,0.297487,0.297487,1.72,0.581395,3.3615,-48.8323,2,NegBin
P. James Coleman McNair,hull-city,Neutral,tackles,PLAYER_TO_HAVE_1_OR_MORE_TACKLES,10,0,1.3,1.3,1.31,1.0,1.3,1.31,0.726109,0.726109,1.22,0.819672,1.3772,-11.4147,1,NegBin
P. James Coleman McNair,hull-city,Neutral,tackles,PLAYER_TO_HAVE_2_OR_MORE_TACKLES,10,0,1.3,1.3,1.31,1.0,1.3,1.31,0.372769,0.372769,2.0,0.5,2.6826,-25.4462,2,NegBin
R. Giles,hull-city,Neutral,tackles,PLAYER_TO_HAVE_1_OR_MORE_TACKLES,12,0,1.0833,1.0833,2.0833,1.0,1.0833,2.0833,0.535807,0.535807,1.11,0.900901,1.8663,-40.5254,1,NegBin
R. Giles,hull-city,Neutral,tackles,PLAYER_TO_HAVE_2_OR_MORE_TACKLES,12,0,1.0833,1.0833,2.0833,1.0,1.0833,2.0833,0.274312,0.274312,1.53,0.653595,3.6455,-58.0303,2,NegBin
D. Gyabi,hull-city,Neutral,tackles,PLAYER_TO_HAVE_1_OR_MORE_TACKLES,3,0,1.0,1.0,1.01,1.0,1.0,1.01,0.630289,0.630289,1.05,0.952381,1.5866,-33.8197,1,NegBin
D. Gyabi,hull-city,Neutral,tackles,PLAYER_TO_HAVE_2_OR_MORE_TACKLES,3,0,1.0,1.0,1.01,1.0,1.0,1.01,0.264238,0.264238,1.22,0.819672,3.7845,-67.763,2,NegBin
C. McCarthy,hull-city,Neutral,tackles,PLAYER_TO_HAVE_1_OR_MORE_TACKLES,4,0,1.25,1.25,1.26,1.0,1.25,1.26,0.712067,0.712067,1.14,0.877193,1.4044,-18.8244,1,NegBin
C. McCarthy,hull-city,Neutral,tackles,PLAYER_TO_HAVE_2_OR_MORE_TACKLES,4,0,1.25,1.25,1.26,1.0,1.25,1.26,0.355007,0.355007,1.72,0.581395,2.8168,-38.9389,2,NegBin
K. Dowell,hull-city,Neutral,tackles,PLAYER_TO_HAVE_1_OR_MORE_TACKLES,6,0,0.0,0.01,0.02,1.0,0.01,0.02,0.006908,0.006908,1.08,0.925926,144.7701,-99.254,1,NegBin
K. Dowell,hull-city,Neutral,tackles,PLAYER_TO_HAVE_2_OR_MORE_TACKLES,6,0,0.0,0.01,0.02,1.0,0.01,0.02,0.001942,0.001942,1.44,0.694444,514.9219,-99.7203,2,NegBin
M. Crooks,hull-city,Neutral,fouls-committed,PLAYER_TO_COMMIT_1_OR_MORE_FOULS,20,0,1.85,1.85,2.3447,1.0,1.85,2.3447,0.805911,0.805911,1.1,0.909091,1.2408,-11.3498,1,NegBin
M. Crooks,hull-city,Neutral,fouls-committed,PLAYER_TO_COMMIT_2_OR_MORE_FOULS,20,0,1.85,1.85,2.3447,1.0,1.85,2.3447,0.522608,0.522608,1.44,0.694444,1.9135,-24.7445,2,NegBin
O. McBurnie,hull-city,Neutral,fouls-committed,PLAYER_TO_COMMIT_1_OR_MORE_FOULS,28,0,1.4643,1.4643,1.4743,1.0,1.4643,1.4743,0.767603,0.767603,1.14,0.877193,1.3028,-12.4933,1,NegBin
O. McBurnie,hull-city,Neutral,fouls-committed,PLAYER_TO_COMMIT_2_OR_MORE_FOULS,28,0,1.4643,1.4643,1.4743,1.0,1.4643,1.4743,0.429616,0.429616,1.66,0.60241,2.3277,-28.6838,2,NegBin
C. Hughes,hull-city,Neutral,fouls-committed,PLAYER_TO_COMMIT_1_OR_MORE_FOULS,22,0,1.2727,1.2727,1.2827,1.0,1.2727,1.2827,0.718537,0.718537,1.33,0.75188,1.3917,-4.4346,1,NegBin
C. Hughes,hull-city,Neutral,fouls-committed,PLAYER_TO_COMMIT_2_OR_MORE_FOULS,22,0,1.2727,1.2727,1.2827,1.0,1.2727,1.2827,0.363103,0.363103,2.62,0.381679,2.754,-4.8669,2,NegBin
J. Gelhardt,hull-city,Neutral,fouls-committed,PLAYER_TO_COMMIT_1_OR_MORE_FOULS,21,0,1.0476,1.0476,1.0576,1.0,1.0476,1.0576,0.647481,0.647481,1.16,0.862069,1.5444,-24.8922,1,NegBin
J. Gelhardt,hull-city,Neutral,fouls-committed,PLAYER_TO_COMMIT_2_OR_MORE_FOULS,21,0,1.0476,1.0476,1.0576,1.0,1.0476,1.0576,0.281667,0.281667,1.72,0.581395,3.5503,-51.5532,2,NegBin
L. Coyle,hull-city,Neutral,fouls-committed,PLAYER_TO_COMMIT_1_OR_MORE_FOULS,28,0,0.9286,0.9286,1.1799,1.0,0.9286,1.1799,0.560358,0.560358,1.33,0.75188,1.7846,-25.4723,1,NegBin
L. Coyle,hull-city,Neutral,fouls-committed,PLAYER_TO_COMMIT_2_OR_MORE_FOULS,28,0,0.9286,0.9286,1.1799,1.0,0.9286,1.1799,0.239076,0.239076,2.62,0.381679,4.1828,-37.362,2,NegBin
K. Joseph,hull-city,Neutral,fouls-committed,PLAYER_TO_COMMIT_1_OR_MORE_FOULS,20,0,1.15,1.15,1.9237,1.0,1.15,1.9237,0.58498,0.58498,1.2,0.833333,1.7095,-29.8024,1,NegBin
K. Joseph,hull-city,Neutral,fouls-committed,PLAYER_TO_COMMIT_2_OR_MORE_FOULS,20,0,1.15,1.15,1.9237,1.0,1.15,1.9237,0.299661,0.299661,1.83,0.546448,3.3371,-45.162,2,NegBin
L. Koumas,hull-city,Neutral,fouls-committed,PLAYER_TO_COMMIT_1_OR_MORE_FOULS,11,0,1.1818,1.1818,1.1918,1.0,1.1818,1.1918,0.691751,0.691751,1.12,0.892857,1.4456,-22.5239,1,NegBin
L. Koumas,hull-city,Neutral,fouls-committed,PLAYER_TO_COMMIT_2_OR_MORE_FOULS,11,0,1.1818,1.1818,1.1918,1.0,1.1818,1.1918,0.330513,0.330513,1.61,0.621118,3.0256,-46.7875,2,NegBin
M. Belloumi,hull-city,Neutral,fouls-committed,PLAYER_TO_COMMIT_1_OR_MORE_FOULS,11,0,0.9091,0.9091,0.9191,1.0,0.9091,0.9191,0.595105,0.595105,1.28,0.78125,1.6804,-23.8266,1,NegBin
M. Belloumi,hull-city,Neutral,fouls-committed,PLAYER_TO_COMMIT_2_OR_MORE_FOULS,11,0,0.9091,0.9091,0.9191,1.0,0.9091,0.9191,0.231023,0.231023,2.25,0.444444,4.3286,-48.0197,2,NegBin
A. Famewo,hull-city,Neutral,fouls-committed,PLAYER_TO_COMMIT_1_OR_MORE_FOULS,10,0,0.7,0.7,1.1222,1.0,0.7,1.1222,0.421752,0.421752,1.44,0.694444,2.3711,-39.2678,1,NegBin
A. Famewo,hull-city,Neutral,fouls-committed,PLAYER_TO_COMMIT_2_OR_MORE_FOULS,10,0,0.7,0.7,1.1222,1.0,0.7,1.1222,0.169269,0.169269,3.0,0.333333,5.9078,-49.2193,2,NegBin
R. Slater,hull-city,Neutral,fouls-committed,PLAYER_TO_COMMIT_1_OR_MORE_FOULS,25,0,0.6,0.6,0.61,1.0,0.6,0.61,0.448468,0.448468,1.33,0.75188,2.2298,-40.3538,1,NegBin
R. Slater,hull-city,Neutral,fouls-committed,PLAYER_TO_COMMIT_2_OR_MORE_FOULS,25,0,0.6,0.6,0.61,1.0,0.6,0.61,0.122973,0.122973,2.62,0.381679,8.1319,-67.781,2,NegBin
P. James Coleman McNair,hull-city,Neutral,fouls-committed,PLAYER_TO_COMMIT_1_OR_MORE_FOULS,10,0,0.8,0.8,0.81,1.0,0.8,0.81,0.548437,0.548437,1.83,0.546448,1.8234,0.364,1,NegBin
P. James Coleman McNair,hull-city,Neutral,fouls-committed,PLAYER_TO_COMMIT_2_OR_MORE_FOULS,10,0,0.8,0.8,0.81,1.0,0.8,0.81,0.191647,0.191647,5.5,0.181818,5.2179,5.406,2,NegBin
A. Hadziahmetovic,hull-city,Neutral,fouls-committed,PLAYER_TO_COMMIT_1_OR_MORE_FOULS,20,0,0.6,0.6,0.61,1.0,0.6,0.61,0.448468,0.448468,1.28,0.78125,2.2298,-42.5961,1,NegBin
A. Hadziahmetovic,hull-city,Neutral,fouls-committed,PLAYER_TO_COMMIT_2_OR_MORE_FOULS,20,0,0.6,0.6,0.61,1.0,0.6,0.61,0.122973,0.122973,2.25,0.444444,8.1319,-72.331,2,NegBin
Y. Hirakawa,hull-city,Neutral,fouls-committed,PLAYER_TO_COMMIT_1_OR_MORE_FOULS,7,0,0.7143,0.7143,0.7243,1.0,0.7143,0.7243,0.508027,0.508027,1.61,0.621118,1.9684,-18.2076,1,NegBin
Y. Hirakawa,hull-city,Neutral,fouls-committed,PLAYER_TO_COMMIT_2_OR_MORE_FOULS,7,0,0.7143,0.7143,0.7243,1.0,0.7143,0.7243,0.16147,0.16147,3.75,0.266667,6.1931,-39.4488,2,NegBin
J. Lundstram,hull-city,Neutral,fouls-committed,PLAYER_TO_COMMIT_1_OR_MORE_FOULS,16,0,0.625,0.625,0.635,1.0,0.625,0.635,0.462084,0.462084,1.2,0.833333,2.1641,-44.5499,1,NegBin
J. Lundstram,hull-city,Neutral,fouls-committed,PLAYER_TO_COMMIT_2_OR_MORE_FOULS,16,0,0.625,0.625,0.635,1.0,0.625,0.635,0.131181,0.131181,1.83,0.546448,7.6231,-75.9939,2,NegBin
J. Egan,hull-city,Neutral,fouls-committed,PLAYER_TO_COMMIT_1_OR_MORE_FOULS,27,0,0.5185,0.5185,0.5285,1.0,0.5185,0.5285,0.401651,0.401651,1.53,0.653595,2.4897,-38.5473,1,NegBin
J. Egan,hull-city,Neutral,fouls-committed,PLAYER_TO_COMMIT_2_OR_MORE_FOULS,27,0,0.5185,0.5185,0.5285,1.0,0.5185,0.5285,0.097267,0.097267,3.5,0.285714,10.281,-65.9566,2,NegBin
D. Gyabi,hull-city,Neutral,fouls-committed,PLAYER_TO_COMMIT_1_OR_MORE_FOULS,3,0,1.0,1.0,1.01,1.0,1.0,1.01,0.630289,0.630289,1.16,0.862069,1.5866,-26.8865,1,NegBin
D. Gyabi,hull-city,Neutral,fouls-committed,PLAYER_TO_COMMIT_2_OR_MORE_FOULS,3,0,1.0,1.0,1.01,1.0,1.0,1.01,0.264238,0.264238,1.72,0.581395,3.7845,-54.551,2,NegBin
M. Jacob,hull-city,Neutral,fouls-committed,PLAYER_TO_COMMIT_1_OR_MORE_FOULS,3,0,0.6667,0.6667,0.6767,1.0,0.6667,0.6767,0.484035,0.484035,1.33,0.75188,2.066,-35.6234,1,NegBin
M. Jacob,hull-city,Neutral,fouls-committed,PLAYER_TO_COMMIT_2_OR_MORE_FOULS,3,0,0.6667,0.6667,0.6767,1.0,0.6667,0.6767,0.145142,0.145142,2.62,0.381679,6.8898,-61.9729,2,NegBin
K. Dowell,hull-city,Neutral,fouls-committed,PLAYER_TO_COMMIT_1_OR_MORE_FOULS,6,0,0.6667,0.6667,0.6767,1.0,0.6667,0.6767,0.484035,0.484035,1.22,0.819672,2.066,-40.9477,1,NegBin
K. Dowell,hull-city,Neutral,fouls-committed,PLAYER_TO_COMMIT_2_OR_MORE_FOULS,6,0,0.6667,0.6667,0.6767,1.0,0.6667,0.6767,0.145142,0.145142,2.0,0.5,6.8898,-70.9717,2,NegBin
L. Millar,hull-city,Neutral,fouls-committed,PLAYER_TO_COMMIT_1_OR_MORE_FOULS,27,0,0.4074,0.4074,0.4174,1.0,0.4074,0.4174,0.331345,0.331345,1.44,0.694444,3.018,-52.2863,1,NegBin
L. Millar,hull-city,Neutral,fouls-committed,PLAYER_TO_COMMIT_2_OR_MORE_FOULS,27,0,0.4074,0.4074,0.4174,1.0,0.4074,0.4174,0.065457,0.065457,3.0,0.333333,15.2772,-80.3629,2,NegBin
R. Giles,hull-city,Neutral,fouls-committed,PLAYER_TO_COMMIT_1_OR_MORE_FOULS,12,0,0.3333,0.3333,0.3433,1.0,0.3333,0.3433,0.279947,0.279947,1.83,0.546448,3.5721,-48.7696,1,NegBin
R. Giles,hull-city,Neutral,fouls-committed,PLAYER_TO_COMMIT_2_OR_MORE_FOULS,12,0,0.3333,0.3333,0.3433,1.0,0.3333,0.3433,0.046921,0.046921,5.5,0.181818,21.3125,-74.1936,2,NegBin
S. Ajayi,hull-city,Neutral,fouls-committed,PLAYER_TO_COMMIT_1_OR_MORE_FOULS,12,0,0.25,0.25,0.26,1.0,0.25,0.26,0.217397,0.217397,1.33,0.75188,4.5999,-71.0862,1,NegBin
S. Ajayi,hull-city,Neutral,fouls-committed,PLAYER_TO_COMMIT_2_OR_MORE_FOULS,12,0,0.25,0.25,0.26,1.0,0.25,0.26,0.029271,0.029271,2.62,0.381679,34.1635,-92.331,2,NegBin
C. Drameh,hull-city,Neutral,fouls-committed,PLAYER_TO_COMMIT_1_OR_MORE_FOULS,10,0,0.3,0.3,0.4556,1.0,0.3,0.4556,0.2147,0.2147,1.33,0.75188,4.6577,-71.4449,1,NegBin
C. Drameh,hull-city,Neutral,fouls-committed,PLAYER_TO_COMMIT_2_OR_MORE_FOULS,10,0,0.3,0.3,0.4556,1.0,0.3,0.4556,0.059556,0.059556,2.62,0.381679,16.791,-84.3964,2,NegBin
C. McCarthy,hull-city,Neutral,fouls-committed,PLAYER_TO_COMMIT_1_OR_MORE_FOULS,4,0,0.25,0.25,0.26,1.0,0.25,0.26,0.217397,0.217397,1.2,0.833333,4.5999,-73.9124,1,NegBin
C. McCarthy,hull-city,Neutral,fouls-committed,PLAYER_TO_COMMIT_2_OR_MORE_FOULS,4,0,0.25,0.25,0.26,1.0,0.25,0.26,0.029271,0.029271,1.83,0.546448,34.1635,-94.6434,2,NegBin
I. Pandur,hull-city,Neutral,yellow-cards,TO_BE_BOOKED,27,0,0.1852,0.1852,0.1952,1.0,0.1852,0.1952,0.185185,0.185185,4.75,0.210526,5.4,-12.037,1,Bernoulli-YC
D. Phillips,hull-city,Neutral,yellow-cards,TO_BE_BOOKED,3,0,0.0,0.01,0.02,1.0,0.01,0.02,0.01,0.01,6.0,0.166667,100.0,-94.0,1,Bernoulli-YC
O. McBurnie,hull-city,Neutral,fouls-drawn,PLAYER_TO_WIN_1_OR_MORE_FOULS,28,0,1.1071,1.1071,1.1362,1.0,1.1071,1.1362,0.664738,0.664738,1.36,0.735294,1.5044,-9.5956,1,NegBin
O. McBurnie,hull-city,Neutral,fouls-drawn,PLAYER_TO_WIN_2_OR_MORE_FOULS,28,0,1.1071,1.1071,1.1362,1.0,1.1071,1.1362,0.303061,0.303061,2.62,0.381679,3.2997,-20.5979,2,NegBin
Y. Hirakawa,hull-city,Neutral,fouls-drawn,PLAYER_TO_WIN_1_OR_MORE_FOULS,7,0,1.0,1.0,2.0,1.0,1.0,2.0,0.5,0.5,1.11,0.900901,2.0,-44.5,1,NegBin
Y. Hirakawa,hull-city,Neutral,fouls-drawn,PLAYER_TO_WIN_2_OR_MORE_FOULS,7,0,1.0,1.0,2.0,1.0,1.0,2.0,0.25,0.25,1.57,0.636943,4.0,-60.75,2,NegBin
A. Famewo,hull-city,Neutral,fouls-drawn,PLAYER_TO_WIN_1_OR_MORE_FOULS,10,0,1.1,1.1,1.11,1.0,1.1,1.11,0.66547,0.66547,1.9,0.526316,1.5027,26.4394,1,NegBin
A. Famewo,hull-city,Neutral,fouls-drawn,PLAYER_TO_WIN_2_OR_MORE_FOULS,10,0,1.1,1.1,1.11,1.0,1.1,1.11,0.300803,0.300803,6.0,0.166667,3.3244,80.4819,2,NegBin
L. Millar,hull-city,Neutral,fouls-drawn,PLAYER_TO_WIN_1_OR_MORE_FOULS,27,0,0.963,0.963,1.3447,1.0,0.963,1.3447,0.555636,0.555636,1.5,0.666667,1.7997,-16.6545,1,NegBin
L. Millar,hull-city,Neutral,fouls-drawn,PLAYER_TO_WIN_2_OR_MORE_FOULS,27,0,0.963,0.963,1.3447,1.0,0.963,1.3447,0.249212,0.249212,3.4,0.294118,4.0126,-15.2678,2,NegBin
L. Coyle,hull-city,Neutral,fouls-drawn,PLAYER_TO_WIN_1_OR_MORE_FOULS,28,0,0.9643,0.9643,1.5172,1.0,0.9643,1.5172,0.533368,0.533368,1.36,0.735294,1.8749,-27.462,1,NegBin
L. Coyle,hull-city,Neutral,fouls-drawn,PLAYER_TO_WIN_2_OR_MORE_FOULS,28,0,0.9643,0.9643,1.5172,1.0,0.9643,1.5172,0.247382,0.247382,2.62,0.381679,4.0423,-35.1859,2,NegBin
P. James Coleman McNair,hull-city,Neutral,fouls-drawn,PLAYER_TO_WIN_1_OR_MORE_FOULS,10,0,1.2,1.2,1.21,1.0,1.2,1.21,0.697304,0.697304,1.72,0.581395,1.4341,19.9364,1,NegBin
P. James Coleman McNair,hull-city,Neutral,fouls-drawn,PLAYER_TO_WIN_2_OR_MORE_FOULS,10,0,1.2,1.2,1.21,1.0,1.2,1.21,0.337072,0.337072,4.33,0.230947,2.9667,45.952,2,NegBin
S. Ajayi,hull-city,Neutral,fouls-drawn,PLAYER_TO_WIN_1_OR_MORE_FOULS,12,0,0.9167,0.9167,1.5379,1.0,0.9167,1.5379,0.503354,0.503354,1.57,0.636943,1.9867,-20.9734,1,NegBin
S. Ajayi,hull-city,Neutral,fouls-drawn,PLAYER_TO_WIN_2_OR_MORE_FOULS,12,0,0.9167,0.9167,1.5379,1.0,0.9167,1.5379,0.231993,0.231993,3.75,0.266667,4.3105,-13.0026,2,NegBin
J. Gelhardt,hull-city,Neutral,fouls-drawn,PLAYER_TO_WIN_1_OR_MORE_FOULS,21,0,0.9524,0.9524,0.9624,1.0,0.9524,0.9624,0.612258,0.612258,1.08,0.925926,1.6333,-33.8761,1,NegBin
J. Gelhardt,hull-city,Neutral,fouls-drawn,PLAYER_TO_WIN_2_OR_MORE_FOULS,21,0,0.9524,0.9524,0.9624,1.0,0.9524,0.9624,0.246817,0.246817,1.44,0.694444,4.0516,-64.4583,2,NegBin
R. Slater,hull-city,Neutral,fouls-drawn,PLAYER_TO_WIN_1_OR_MORE_FOULS,25,0,0.84,0.84,1.14,1.0,0.84,1.14,0.512399,0.512399,1.36,0.735294,1.9516,-30.3137,1,NegBin
R. Slater,hull-city,Neutral,fouls-drawn,PLAYER_TO_WIN_2_OR_MORE_FOULS,25,0,0.84,0.84,1.14,1.0,0.84,1.14,0.210599,0.210599,2.62,0.381679,4.7483,-44.8229,2,NegBin
A. Hadziahmetovic,hull-city,Neutral,fouls-drawn,PLAYER_TO_WIN_1_OR_MORE_FOULS,20,0,0.75,0.75,1.25,1.0,0.75,1.25,0.437114,0.437114,1.4,0.714286,2.2877,-38.804,1,NegBin
A. Hadziahmetovic,hull-city,Neutral,fouls-drawn,PLAYER_TO_WIN_2_OR_MORE_FOULS,20,0,0.75,0.75,1.25,1.0,0.75,1.25,0.183816,0.183816,2.75,0.363636,5.4402,-49.4506,2,NegBin
C. Hughes,hull-city,Neutral,fouls-drawn,PLAYER_TO_WIN_1_OR_MORE_FOULS,22,0,0.7273,0.7273,0.7373,1.0,0.7273,0.7373,0.514375,0.514375,1.57,0.636943,1.9441,-19.2432,1,NegBin
C. Hughes,hull-city,Neutral,fouls-drawn,PLAYER_TO_WIN_2_OR_MORE_FOULS,22,0,0.7273,0.7273,0.7373,1.0,0.7273,0.7373,0.165983,0.165983,3.75,0.266667,6.0247,-37.7563,2,NegBin
J. Egan,hull-city,Neutral,fouls-drawn,PLAYER_TO_WIN_1_OR_MORE_FOULS,27,0,0.7037,0.7037,0.9088,1.0,0.7037,0.9088,0.460726,0.460726,1.4,0.714286,2.1705,-35.4983,1,NegBin
J. Egan,hull-city,Neutral,fouls-drawn,PLAYER_TO_WIN_2_OR_MORE_FOULS,27,0,0.7037,0.7037,0.9088,1.0,0.7037,0.9088,0.16689,0.16689,2.75,0.363636,5.992,-54.1052,2,NegBin
K. Joseph,hull-city,Neutral,fouls-drawn,PLAYER_TO_WIN_1_OR_MORE_FOULS,20,0,0.75,0.75,0.8289,1.0,0.75,0.8289,0.509875,0.509875,1.3,0.769231,1.9613,-33.7163,1,NegBin
K. Joseph,hull-city,Neutral,fouls-drawn,PLAYER_TO_WIN_2_OR_MORE_FOULS,20,0,0.75,0.75,0.8289,1.0,0.75,0.8289,0.17729,0.17729,2.37,0.421941,5.6405,-57.9823,2,NegBin
D. Gyabi,hull-city,Neutral,fouls-drawn,PLAYER_TO_WIN_1_OR_MORE_FOULS,3,0,1.0,1.0,1.01,1.0,1.0,1.01,0.630289,0.630289,1.4,0.714286,1.5866,-11.7596,1,NegBin
D. Gyabi,hull-city,Neutral,fouls-drawn,PLAYER_TO_WIN_2_OR_MORE_FOULS,3,0,1.0,1.0,1.01,1.0,1.0,1.01,0.264238,0.264238,2.75,0.363636,3.7845,-27.3345,2,NegBin
M. Jacob,hull-city,Neutral,fouls-drawn,PLAYER_TO_WIN_1_OR_MORE_FOULS,3,0,0.6667,0.6667,0.6767,1.0,0.6667,0.6767,0.484035,0.484035,1.36,0.735294,2.066,-34.1713,1,NegBin
M. Jacob,hull-city,Neutral,fouls-drawn,PLAYER_TO_WIN_2_OR_MORE_FOULS,3,0,0.6667,0.6667,0.6767,1.0,0.6667,0.6767,0.145142,0.145142,2.62,0.381679,6.8898,-61.9729,2,NegBin
C. Drameh,hull-city,Neutral,fouls-drawn,PLAYER_TO_WIN_1_OR_MORE_FOULS,10,0,0.6,0.6,0.61,1.0,0.6,0.61,0.448468,0.448468,1.83,0.546448,2.2298,-17.9304,1,NegBin
C. Drameh,hull-city,Neutral,fouls-drawn,PLAYER_TO_WIN_2_OR_MORE_FOULS,10,0,0.6,0.6,0.61,1.0,0.6,0.61,0.122973,0.122973,5.0,0.2,8.1319,-38.5134,2,NegBin
C. McCarthy,hull-city,Neutral,fouls-drawn,PLAYER_TO_WIN_1_OR_MORE_FOULS,4,0,0.75,0.75,0.9167,1.0,0.75,0.9167,0.491995,0.491995,1.72,0.581395,2.0325,-15.3769,1,NegBin
C. McCarthy,hull-city,Neutral,fouls-drawn,PLAYER_TO_WIN_2_OR_MORE_FOULS,4,0,0.75,0.75,0.9167,1.0,0.75,0.9167,0.180264,0.180264,4.33,0.230947,5.5474,-21.9455,2,NegBin
M. Crooks,hull-city,Neutral,fouls-drawn,PLAYER_TO_WIN_1_OR_MORE_FOULS,20,0,0.45,0.45,0.4711,1.0,0.45,0.4711,0.355829,0.355829,1.57,0.636943,2.8103,-44.1349,1,NegBin
M. Crooks,hull-city,Neutral,fouls-drawn,PLAYER_TO_WIN_2_OR_MORE_FOULS,20,0,0.45,0.45,0.4711,1.0,0.45,0.4711,0.078907,0.078907,3.75,0.266667,12.6731,-70.4098,2,NegBin
M. Belloumi,hull-city,Neutral,fouls-drawn,PLAYER_TO_WIN_1_OR_MORE_FOULS,11,0,0.4545,0.4545,0.4645,1.0,0.4545,0.4645,0.362128,0.362128,1.22,0.819672,2.7615,-55.8204,1,NegBin
M. Belloumi,hull-city,Neutral,fouls-drawn,PLAYER_TO_WIN_2_OR_MORE_FOULS,11,0,0.4545,0.4545,0.4645,1.0,0.4545,0.4645,0.078428,0.078428,2.0,0.5,12.7506,-84.3145,2,NegBin
L. Koumas,hull-city,Neutral,fouls-drawn,PLAYER_TO_WIN_1_OR_MORE_FOULS,11,0,0.4545,0.4545,0.4727,1.0,0.4545,0.4727,0.359618,0.359618,1.25,0.8,2.7807,-55.0478,1,NegBin
L. Koumas,hull-city,Neutral,fouls-drawn,PLAYER_TO_WIN_2_OR_MORE_FOULS,11,0,0.4545,0.4545,0.4727,1.0,0.4545,0.4727,0.07973,0.07973,2.2,0.454545,12.5423,-82.4593,2,NegBin
K. Dowell,hull-city,Neutral,fouls-drawn,PLAYER_TO_WIN_1_OR_MORE_FOULS,6,0,0.1667,0.1667,0.1767,1.0,0.1667,0.1767,0.149438,0.149438,1.5,0.666667,6.6917,-77.5843,1,NegBin
K. Dowell,hull-city,Neutral,fouls-drawn,PLAYER_TO_WIN_2_OR_MORE_FOULS,6,0,0.1667,0.1667,0.1767,1.0,0.1667,0.1767,0.015702,0.015702,3.4,0.294118,63.6864,-94.6613,2,NegBin
J. Lundstram,hull-city,Neutral,fouls-drawn,PLAYER_TO_WIN_1_OR_MORE_FOULS,16,0,0.1875,0.1875,0.2958,1.0,0.1875,0.2958,0.137557,0.137557,2.0,0.5,7.2697,-72.4886,1,NegBin
J. Lundstram,hull-city,Neutral,fouls-drawn,PLAYER_TO_WIN_2_OR_MORE_FOULS,16,0,0.1875,0.1875,0.2958,1.0,0.1875,0.2958,0.035066,0.035066,6.5,0.153846,28.5175,-77.207,2,NegBin
R. Giles,hull-city,Neutral,fouls-drawn,PLAYER_TO_WIN_1_OR_MORE_FOULS,12,0,0.1667,0.1667,0.1767,1.0,0.1667,0.1767,0.149438,0.149438,2.37,0.421941,6.6917,-64.5832,1,NegBin
