Player,Team,Venue,Category,Market,n,n_venue,mu_all,mu_blend,s2_blend,narrative_mult,mu_adj,s2_adj,p_base,p_final,Odds,Implied,Fair_Odds,EV_pct,Line,Model
R. Giles,hull-city,Neutral,fouls-drawn,PLAYER_TO_WIN_2_OR_MORE_FOULS,12,0,0.1667,0.1667,0.1767,1.0,0.1667,0.1767,0.015702,0.015702,8.0,0.125,63.6864,-87.4384,2,NegBin
O. McBurnie,hull-city,Neutral,xg,TO_SCORE,28,0,0.36,0.36,0.37,1.0,0.36,0.37,0.302324,0.302324,4.0,0.25,3.3077,20.9295,1,Poisson-xG
J. Gelhardt,hull-city,Neutral,xg,TO_SCORE,21,0,0.2286,0.2286,0.2386,1.0,0.2286,0.2386,0.204331,0.204331,4.0,0.25,4.894,-18.2678,1,Poisson-xG
K. Joseph,hull-city,Neutral,xg,TO_SCORE,20,0,0.2245,0.2245,0.2345,1.0,0.2245,0.2345,0.201084,0.201084,3.6,0.277778,4.973,-27.6096,1,Poisson-xG
M. Crooks,hull-city,Neutral,xg,TO_SCORE,20,0,0.1465,0.1465,0.1565,1.0,0.1465,0.1565,0.136274,0.136274,5.5,0.181818,7.3381,-25.0492,1,Poisson-xG
L. Millar,hull-city,Neutral,xg,TO_SCORE,27,0,0.153,0.153,0.163,1.0,0.153,0.163,0.141838,0.141838,5.5,0.181818,7.0503,-21.9888,1,Poisson-xG
M. Belloumi,hull-city,Neutral,xg,TO_SCORE,11,0,0.1618,0.1618,0.1718,1.0,0.1618,0.1718,0.149404,0.149404,4.75,0.210526,6.6933,-29.033,1,Poisson-xG
L. Koumas,hull-city,Neutral,xg,TO_SCORE,11,0,0.0955,0.0955,0.1055,1.0,0.0955,0.1055,0.09104,0.09104,5.5,0.181818,10.9841,-49.9278,1,Poisson-xG
D. Gyabi,hull-city,Neutral,xg,TO_SCORE,3,0,0.1233,0.1233,0.1333,1.0,0.1233,0.1333,0.116031,0.116031,9.5,0.105263,8.6184,10.2295,1,Poisson-xG
K. Dowell,hull-city,Neutral,xg,TO_SCORE,6,0,0.1117,0.1117,0.1217,1.0,0.1117,0.1217,0.105658,0.105658,5.5,0.181818,9.4645,-41.8883,1,Poisson-xG
R. Slater,hull-city,Neutral,xg,TO_SCORE,25,0,0.0608,0.0608,0.0708,1.0,0.0608,0.0708,0.058989,0.058989,7.0,0.142857,16.9524,-58.708,1,Poisson-xG
J. Egan,hull-city,Neutral,xg,TO_SCORE,27,0,0.0578,0.0578,0.0678,1.0,0.0578,0.0678,0.05614,0.05614,15.0,0.066667,17.8125,-15.7895,1,Poisson-xG
S. Ajayi,hull-city,Neutral,xg,TO_SCORE,12,0,0.0517,0.0517,0.0617,1.0,0.0517,0.0617,0.050355,0.050355,15.0,0.066667,19.8591,-24.468,1,Poisson-xG
C. McCarthy,hull-city,Neutral,xg,TO_SCORE,4,0,0.0275,0.0275,0.0375,1.0,0.0275,0.0375,0.027125,0.027125,19.0,0.052632,36.8659,-48.4619,1,Poisson-xG
C. Hughes,hull-city,Neutral,xg,TO_SCORE,22,0,0.0486,0.0486,0.0586,1.0,0.0486,0.0586,0.047473,0.047473,15.0,0.066667,21.0648,-28.7912,1,Poisson-xG
P. James Coleman McNair,hull-city,Neutral,xg,TO_SCORE,10,0,0.046,0.046,0.056,1.0,0.046,0.056,0.044958,0.044958,11.0,0.090909,22.243,-50.5462,1,Poisson-xG
J. Lundstram,hull-city,Neutral,xg,TO_SCORE,16,0,0.0419,0.0419,0.0519,1.0,0.0419,0.0519,0.04101,0.04101,9.5,0.105263,24.3841,-61.0402,1,Poisson-xG
A. Famewo,hull-city,Neutral,xg,TO_SCORE,10,0,0.022,0.022,0.032,1.0,0.022,0.032,0.02176,0.02176,15.0,0.066667,45.9564,-67.3604,1,Poisson-xG
Y. Hirakawa,hull-city,Neutral,xg,TO_SCORE,7,0,0.0243,0.0243,0.0343,1.0,0.0243,0.0343,0.023993,0.023993,5.5,0.181818,41.6785,-86.8037,1,Poisson-xG
C. Drameh,hull-city,Neutral,xg,TO_SCORE,10,0,0.02,0.02,0.03,1.0,0.02,0.03,0.019801,0.019801,13.0,0.076923,50.5017,-74.2583,1,Poisson-xG
L. Coyle,hull-city,Neutral,xg,TO_SCORE,28,0,0.01,0.01,0.02,1.0,0.01,0.02,0.00995,0.00995,13.0,0.076923,100.5008,-87.0648,1,Poisson-xG
R. Giles,hull-city,Neutral,xg,TO_SCORE,12,0,0.01,0.01,0.02,1.0,0.01,0.02,0.00995,0.00995,9.5,0.105263,100.5008,-90.5473,1,Poisson-xG
A. Hadziahmetovic,hull-city,Neutral,xg,TO_SCORE,20,0,0.004,0.01,0.02,1.0,0.01,0.02,0.00995,0.00995,8.5,0.117647,100.5008,-91.5424,1,Poisson-xG
M. Jacob,hull-city,Neutral,xg,TO_SCORE,3,0,0.0,0.01,0.02,1.0,0.01,0.02,0.00995,0.00995,9.5,0.105263,100.5008,-90.5473,1,Poisson-xG
M. Whittaker,middlesbrough,Neutral,total-shots,PLAYER_TO_HAVE_1_OR_MORE_SHOTS,24,0,3.1667,3.1667,5.1884,1.0,3.1667,5.1884,0.913618,0.913618,1.01,0.990099,1.0945,-7.7246,1,NegBin
M. Whittaker,middlesbrough,Neutral,total-shots,PLAYER_TO_HAVE_2_OR_MORE_SHOTS,24,0,3.1667,3.1667,5.1884,1.0,3.1667,5.1884,0.746664,0.746664,1.11,0.900901,1.3393,-17.1203,2,NegBin
H. Hackney,middlesbrough,Neutral,total-shots,PLAYER_TO_HAVE_1_OR_MORE_SHOTS,20,0,2.75,2.75,2.8289,1.0,2.75,2.8289,0.933547,0.933547,1.01,0.990099,1.0712,-5.7117,1,NegBin
H. Hackney,middlesbrough,Neutral,total-shots,PLAYER_TO_HAVE_2_OR_MORE_SHOTS,20,0,2.75,2.75,2.8289,1.0,2.75,2.8289,0.755902,0.755902,1.1,0.909091,1.3229,-16.8507,2,NegBin
R. McGree,middlesbrough,Neutral,total-shots,PLAYER_TO_HAVE_1_OR_MORE_SHOTS,18,0,2.2778,2.2778,3.0359,1.0,2.2778,3.0359,0.860012,0.860012,1.14,0.877193,1.1628,-1.9587,1,NegBin
R. McGree,middlesbrough,Neutral,total-shots,PLAYER_TO_HAVE_2_OR_MORE_SHOTS,18,0,2.2778,2.2778,3.0359,1.0,2.2778,3.0359,0.620779,0.620779,1.61,0.621118,1.6109,-0.0545,2,NegBin
L. Castledine,middlesbrough,Neutral,total-shots,PLAYER_TO_HAVE_1_OR_MORE_SHOTS,7,0,2.4286,2.4286,4.2857,1.0,2.4286,4.2857,0.835331,0.835331,1.03,0.970874,1.1971,-13.9609,1,NegBin
L. Castledine,middlesbrough,Neutral,total-shots,PLAYER_TO_HAVE_2_OR_MORE_SHOTS,7,0,2.4286,2.4286,4.2857,1.0,2.4286,4.2857,0.608715,0.608715,1.18,0.847458,1.6428,-28.1716,2,NegBin
A. Morris,middlesbrough,Neutral,total-shots,PLAYER_TO_HAVE_1_OR_MORE_SHOTS,26,0,1.6538,1.6538,1.7554,1.0,1.6538,1.7554,0.799123,0.799123,1.3,0.769231,1.2514,3.886,1,NegBin
A. Morris,middlesbrough,Neutral,total-shots,PLAYER_TO_HAVE_2_OR_MORE_SHOTS,26,0,1.6538,1.6538,1.7554,1.0,1.6538,1.7554,0.486121,0.486121,2.25,0.444444,2.0571,9.3772,2,NegBin
D. Strelec,middlesbrough,Neutral,total-shots,PLAYER_TO_HAVE_1_OR_MORE_SHOTS,20,0,1.6,1.6,1.61,1.0,1.6,1.61,0.797096,0.797096,1.02,0.980392,1.2546,-18.6962,1,NegBin
D. Strelec,middlesbrough,Neutral,total-shots,PLAYER_TO_HAVE_2_OR_MORE_SHOTS,20,0,1.6,1.6,1.61,1.0,1.6,1.61,0.474465,0.474465,1.16,0.862069,2.1076,-44.962,2,NegBin
C. Brittain,middlesbrough,Neutral,total-shots,PLAYER_TO_HAVE_1_OR_MORE_SHOTS,25,0,1.24,1.24,1.7733,1.0,1.24,1.7733,0.64349,0.64349,1.61,0.621118,1.554,3.6018,1,NegBin
C. Brittain,middlesbrough,Neutral,total-shots,PLAYER_TO_HAVE_2_OR_MORE_SHOTS,25,0,1.24,1.24,1.7733,1.0,1.24,1.7733,0.334371,0.334371,3.75,0.266667,2.9907,25.3892,2,NegBin
L. Ayling,middlesbrough,Neutral,total-shots,PLAYER_TO_HAVE_1_OR_MORE_SHOTS,29,0,1.069,1.069,1.079,1.0,1.069,1.079,0.654926,0.654926,1.53,0.653595,1.5269,0.2037,1,NegBin
L. Ayling,middlesbrough,Neutral,total-shots,PLAYER_TO_HAVE_2_OR_MORE_SHOTS,29,0,1.069,1.069,1.079,1.0,1.069,1.079,0.289473,0.289473,3.4,0.294118,3.4546,-1.5793,2,NegBin
M. Targett,middlesbrough,Neutral,total-shots,PLAYER_TO_HAVE_1_OR_MORE_SHOTS,29,0,1.0345,1.0345,1.1773,1.0,1.0345,1.1773,0.620544,0.620544,1.44,0.694444,1.6115,-10.6417,1,NegBin
M. Targett,middlesbrough,Neutral,total-shots,PLAYER_TO_HAVE_2_OR_MORE_SHOTS,29,0,1.0345,1.0345,1.1773,1.0,1.0345,1.1773,0.275634,0.275634,2.75,0.363636,3.628,-24.2007,2,NegBin
A. Browne,middlesbrough,Neutral,total-shots,PLAYER_TO_HAVE_1_OR_MORE_SHOTS,23,0,1.2174,1.2174,2.087,1.0,1.2174,2.087,0.600938,0.600938,1.2,0.833333,1.6641,-27.8875,1,NegBin
A. Browne,middlesbrough,Neutral,total-shots,PLAYER_TO_HAVE_2_OR_MORE_SHOTS,23,0,1.2174,1.2174,2.087,1.0,1.2174,2.087,0.317545,0.317545,1.83,0.546448,3.1492,-41.8892,2,NegBin
S. Hansen,middlesbrough,Neutral,total-shots,PLAYER_TO_HAVE_1_OR_MORE_SHOTS,4,0,1.5,1.5,1.51,1.0,1.5,1.51,0.775756,0.775756,1.06,0.943396,1.2891,-17.7698,1,NegBin
S. Hansen,middlesbrough,Neutral,total-shots,PLAYER_TO_HAVE_2_OR_MORE_SHOTS,4,0,1.5,1.5,1.51,1.0,1.5,1.51,0.441618,0.441618,1.3,0.769231,2.2644,-42.5896,2,NegBin
A. Gilbert,middlesbrough,Neutral,total-shots,PLAYER_TO_HAVE_1_OR_MORE_SHOTS,14,0,1.0,1.0,1.01,1.0,1.0,1.01,0.630289,0.630289,1.14,0.877193,1.5866,-28.1471,1,NegBin
A. Gilbert,middlesbrough,Neutral,total-shots,PLAYER_TO_HAVE_2_OR_MORE_SHOTS,14,0,1.0,1.0,1.01,1.0,1.0,1.01,0.264238,0.264238,1.61,0.621118,3.7845,-57.4577,2,NegBin
J. Sarmiento,middlesbrough,Neutral,total-shots,PLAYER_TO_HAVE_1_OR_MORE_SHOTS,11,0,1.0,1.0,1.01,1.0,1.0,1.01,0.630289,0.630289,1.06,0.943396,1.5866,-33.1894,1,NegBin
J. Sarmiento,middlesbrough,Neutral,total-shots,PLAYER_TO_HAVE_2_OR_MORE_SHOTS,11,0,1.0,1.0,1.01,1.0,1.0,1.01,0.264238,0.264238,1.3,0.769231,3.7845,-65.649,2,NegBin
D. Fry,middlesbrough,Neutral,total-shots,PLAYER_TO_HAVE_1_OR_MORE_SHOTS,15,0,0.8667,0.8667,2.1238,1.0,0.8667,2.1238,0.414637,0.414637,1.53,0.653595,2.4117,-36.5605,1,NegBin
D. Fry,middlesbrough,Neutral,total-shots,PLAYER_TO_HAVE_2_OR_MORE_SHOTS,15,0,0.8667,0.8667,2.1238,1.0,0.8667,2.1238,0.207617,0.207617,3.4,0.294118,4.8166,-29.4103,2,NegBin
A. Bangura,middlesbrough,Neutral,total-shots,PLAYER_TO_HAVE_1_OR_MORE_SHOTS,5,0,0.6,0.6,0.61,1.0,0.6,0.61,0.448468,0.448468,1.61,0.621118,2.2298,-27.7967,1,NegBin
A. Bangura,middlesbrough,Neutral,total-shots,PLAYER_TO_HAVE_2_OR_MORE_SHOTS,5,0,0.6,0.6,0.61,1.0,0.6,0.61,0.122973,0.122973,3.75,0.266667,8.1319,-53.885,2,NegBin
A. Malanda,middlesbrough,Neutral,total-shots,PLAYER_TO_HAVE_1_OR_MORE_SHOTS,24,0,0.4167,0.4167,0.4267,1.0,0.4167,0.4267,0.337507,0.337507,1.83,0.546448,2.9629,-38.2362,1,NegBin
A. Malanda,middlesbrough,Neutral,total-shots,PLAYER_TO_HAVE_2_OR_MORE_SHOTS,24,0,0.4167,0.4167,0.4267,1.0,0.4167,0.4267,0.067938,0.067938,5.0,0.2,14.7193,-66.0311,2,NegBin
K. Sene,middlesbrough,Neutral,total-shots,PLAYER_TO_HAVE_1_OR_MORE_SHOTS,5,0,0.4,0.4,0.41,1.0,0.4,0.41,0.326375,0.326375,1.06,0.943396,3.064,-65.4042,1,NegBin
K. Sene,middlesbrough,Neutral,total-shots,PLAYER_TO_HAVE_2_OR_MORE_SHOTS,5,0,0.4,0.4,0.41,1.0,0.4,0.41,0.063497,0.063497,1.3,0.769231,15.7488,-91.7454,2,NegBin
S. Silvera,middlesbrough,Neutral,total-shots,PLAYER_TO_HAVE_1_OR_MORE_SHOTS,5,0,0.6,0.6,0.8,1.0,0.6,0.8,0.404187,0.404187,1.18,0.847458,2.4741,-52.306,1,NegBin
S. Silvera,middlesbrough,Neutral,total-shots,PLAYER_TO_HAVE_2_OR_MORE_SHOTS,5,0,0.6,0.6,0.8,1.0,0.6,0.8,0.136071,0.136071,1.8,0.555556,7.3491,-75.5073,2,NegBin
H. Hackney,middlesbrough,Neutral,shots-on-target,PLAYER_TO_HAVE_1_OR_MORE_SHOTS_ON_TARGET,20,0,0.85,0.85,0.86,1.0,0.85,0.86,0.570459,0.570459,1.33,0.75188,1.753,-24.1289,1,NegBin
H. Hackney,middlesbrough,Neutral,shots-on-target,PLAYER_TO_HAVE_2_OR_MORE_SHOTS_ON_TARGET,20,0,0.85,0.85,0.86,1.0,0.85,0.86,0.209595,0.209595,2.62,0.381679,4.7711,-45.086,2,NegBin
M. Whittaker,middlesbrough,Neutral,shots-on-target,PLAYER_TO_HAVE_1_OR_MORE_SHOTS_ON_TARGET,24,0,0.8333,0.8333,0.8433,1.0,0.8333,0.8433,0.563241,0.563241,1.25,0.8,1.7754,-29.5949,1,NegBin
M. Whittaker,middlesbrough,Neutral,shots-on-target,PLAYER_TO_HAVE_2_OR_MORE_SHOTS_ON_TARGET,24,0,0.8333,0.8333,0.8433,1.0,0.8333,0.8433,0.20359,0.20359,2.1,0.47619,4.9118,-57.246,2,NegBin
D. Strelec,middlesbrough,Neutral,shots-on-target,PLAYER_TO_HAVE_1_OR_MORE_SHOTS_ON_TARGET,20,0,0.85,0.85,1.0816,1.0,0.85,1.0816,0.52844,0.52844,1.33,0.75188,1.8924,-29.7175,1,NegBin
D. Strelec,middlesbrough,Neutral,shots-on-target,PLAYER_TO_HAVE_2_OR_MORE_SHOTS_ON_TARGET,20,0,0.85,0.85,1.0816,1.0,0.85,1.0816,0.213435,0.213435,2.62,0.381679,4.6853,-44.08,2,NegBin
L. Castledine,middlesbrough,Neutral,shots-on-target,PLAYER_TO_HAVE_1_OR_MORE_SHOTS_ON_TARGET,7,0,0.7143,0.7143,0.7243,1.0,0.7143,0.7243,0.508027,0.508027,1.36,0.735294,1.9684,-30.9083,1,NegBin
L. Castledine,middlesbrough,Neutral,shots-on-target,PLAYER_TO_HAVE_2_OR_MORE_SHOTS_ON_TARGET,7,0,0.7143,0.7143,0.7243,1.0,0.7143,0.7243,0.16147,0.16147,2.75,0.363636,6.1931,-55.5958,2,NegBin
R. McGree,middlesbrough,Neutral,shots-on-target,PLAYER_TO_HAVE_1_OR_MORE_SHOTS_ON_TARGET,18,0,0.7222,0.7222,0.7322,1.0,0.7222,0.7322,0.511916,0.511916,1.83,0.546448,1.9534,-6.3194,1,NegBin
R. McGree,middlesbrough,Neutral,shots-on-target,PLAYER_TO_HAVE_2_OR_MORE_SHOTS_ON_TARGET,18,0,0.7222,0.7222,0.7322,1.0,0.7222,0.7322,0.164225,0.164225,5.5,0.181818,6.0892,-9.6761,2,NegBin
A. Morris,middlesbrough,Neutral,shots-on-target,PLAYER_TO_HAVE_1_OR_MORE_SHOTS_ON_TARGET,26,0,0.3846,0.3846,0.4062,1.0,0.3846,0.4062,0.312183,0.312183,3.0,0.333333,3.2033,-6.3452,1,NegBin
A. Morris,middlesbrough,Neutral,shots-on-target,PLAYER_TO_HAVE_2_OR_MORE_SHOTS_ON_TARGET,26,0,0.3846,0.3846,0.4062,1.0,0.3846,0.4062,0.061667,0.061667,13.0,0.076923,16.2163,-19.8335,2,NegBin
M. Targett,middlesbrough,Neutral,shots-on-target,PLAYER_TO_HAVE_1_OR_MORE_SHOTS_ON_TARGET,29,0,0.3448,0.3448,0.3548,1.0,0.3448,0.3548,0.288174,0.288174,2.75,0.363636,3.4701,-20.7521,1,NegBin
M. Targett,middlesbrough,Neutral,shots-on-target,PLAYER_TO_HAVE_2_OR_MORE_SHOTS_ON_TARGET,29,0,0.3448,0.3448,0.3548,1.0,0.3448,0.3548,0.049635,0.049635,13.0,0.076923,20.1472,-35.4748,2,NegBin
C. Brittain,middlesbrough,Neutral,shots-on-target,PLAYER_TO_HAVE_1_OR_MORE_SHOTS_ON_TARGET,25,0,0.32,0.32,0.33,1.0,0.32,0.33,0.270285,0.270285,3.4,0.294118,3.6998,-8.103,1,NegBin
C. Brittain,middlesbrough,Neutral,shots-on-target,PLAYER_TO_HAVE_2_OR_MORE_SHOTS_ON_TARGET,25,0,0.32,0.32,0.33,1.0,0.32,0.33,0.043853,0.043853,17.0,0.058824,22.8036,-25.4503,2,NegBin
A. Browne,middlesbrough,Neutral,shots-on-target,PLAYER_TO_HAVE_1_OR_MORE_SHOTS_ON_TARGET,23,0,0.3478,0.3478,0.419,1.0,0.3478,0.419,0.271279,0.271279,2.1,0.47619,3.6862,-43.0315,1,NegBin
A. Browne,middlesbrough,Neutral,shots-on-target,PLAYER_TO_HAVE_2_OR_MORE_SHOTS_ON_TARGET,23,0,0.3478,0.3478,0.419,1.0,0.3478,0.419,0.060852,0.060852,7.0,0.142857,16.4333,-57.4036,2,NegBin
A. Bangura,middlesbrough,Neutral,shots-on-target,PLAYER_TO_HAVE_1_OR_MORE_SHOTS_ON_TARGET,5,0,0.6,0.6,0.61,1.0,0.6,0.61,0.448468,0.448468,3.4,0.294118,2.2298,52.479,1,NegBin
A. Bangura,middlesbrough,Neutral,shots-on-target,PLAYER_TO_HAVE_2_OR_MORE_SHOTS_ON_TARGET,5,0,0.6,0.6,0.61,1.0,0.6,0.61,0.122973,0.122973,17.0,0.058824,8.1319,109.0545,2,NegBin
S. Hansen,middlesbrough,Neutral,shots-on-target,PLAYER_TO_HAVE_1_OR_MORE_SHOTS_ON_TARGET,4,0,0.5,0.5,1.0,1.0,0.5,1.0,0.292893,0.292893,1.5,0.666667,3.4142,-56.066,1,NegBin
S. Hansen,middlesbrough,Neutral,shots-on-target,PLAYER_TO_HAVE_2_OR_MORE_SHOTS_ON_TARGET,4,0,0.5,0.5,1.0,1.0,0.5,1.0,0.116117,0.116117,3.5,0.285714,8.612,-59.3592,2,NegBin
D. Fry,middlesbrough,Neutral,shots-on-target,PLAYER_TO_HAVE_1_OR_MORE_SHOTS_ON_TARGET,15,0,0.3333,0.3333,0.381,1.0,0.3333,0.381,0.267706,0.267706,3.4,0.294118,3.7354,-8.9799,1,NegBin
D. Fry,middlesbrough,Neutral,shots-on-target,PLAYER_TO_HAVE_2_OR_MORE_SHOTS_ON_TARGET,15,0,0.3333,0.3333,0.381,1.0,0.3333,0.381,0.05412,0.05412,17.0,0.058824,18.4774,-7.9955,2,NegBin
A. Gilbert,middlesbrough,Neutral,shots-on-target,PLAYER_TO_HAVE_1_OR_MORE_SHOTS_ON_TARGET,14,0,0.2857,0.2857,0.2957,1.0,0.2857,0.2957,0.244842,0.244842,1.83,0.546448,4.0843,-55.194,1,NegBin
A. Gilbert,middlesbrough,Neutral,shots-on-target,PLAYER_TO_HAVE_2_OR_MORE_SHOTS_ON_TARGET,14,0,0.2857,0.2857,0.2957,1.0,0.2857,0.2957,0.036378,0.036378,5.5,0.181818,27.4888,-79.9918,2,NegBin
S. Silvera,middlesbrough,Neutral,shots-on-target,PLAYER_TO_HAVE_1_OR_MORE_SHOTS_ON_TARGET,5,0,0.4,0.4,0.41,1.0,0.4,0.41,0.326375,0.326375,2.0,0.5,3.064,-34.725,1,NegBin
S. Silvera,middlesbrough,Neutral,shots-on-target,PLAYER_TO_HAVE_2_OR_MORE_SHOTS_ON_TARGET,5,0,0.4,0.4,0.41,1.0,0.4,0.41,0.063497,0.063497,6.5,0.153846,15.7488,-58.7269,2,NegBin
L. Ayling,middlesbrough,Neutral,shots-on-target,PLAYER_TO_HAVE_1_OR_MORE_SHOTS_ON_TARGET,29,0,0.1724,0.1724,0.1824,1.0,0.1724,0.1824,0.154307,0.154307,3.4,0.294118,6.4806,-47.5356,1,NegBin
L. Ayling,middlesbrough,Neutral,shots-on-target,PLAYER_TO_HAVE_2_OR_MORE_SHOTS_ON_TARGET,29,0,0.1724,0.1724,0.1824,1.0,0.1724,0.1824,0.016491,0.016491,17.0,0.058824,60.6377,-71.9646,2,NegBin
J. Sarmiento,middlesbrough,Neutral,shots-on-target,PLAYER_TO_HAVE_1_OR_MORE_SHOTS_ON_TARGET,11,0,0.2727,0.2727,0.2827,1.0,0.2727,0.2827,0.234975,0.234975,1.5,0.666667,4.2558,-64.7538,1,NegBin
J. Sarmiento,middlesbrough,Neutral,shots-on-target,PLAYER_TO_HAVE_2_OR_MORE_SHOTS_ON_TARGET,11,0,0.2727,0.2727,0.2827,1.0,0.2727,0.2827,0.033711,0.033711,3.5,0.285714,29.6639,-88.2012,2,NegBin
A. Malanda,middlesbrough,Neutral,shots-on-target,PLAYER_TO_HAVE_1_OR_MORE_SHOTS_ON_TARGET,24,0,0.125,0.125,0.135,1.0,0.125,0.135,0.113303,0.113303,3.75,0.266667,8.8259,-57.5115,1,NegBin
A. Malanda,middlesbrough,Neutral,shots-on-target,PLAYER_TO_HAVE_2_OR_MORE_SHOTS_ON_TARGET,24,0,0.125,0.125,0.135,1.0,0.125,0.135,0.010676,0.010676,21.0,0.047619,93.6706,-77.581,2,NegBin
K. Sene,middlesbrough,Neutral,shots-on-target,PLAYER_TO_HAVE_1_OR_MORE_SHOTS_ON_TARGET,5,0,0.0,0.01,0.02,1.0,0.01,0.02,0.006908,0.006908,1.5,0.666667,144.7701,-98.9639,1,NegBin
K. Sene,middlesbrough,Neutral,shots-on-target,PLAYER_TO_HAVE_2_OR_MORE_SHOTS_ON_TARGET,5,0,0.0,0.01,0.02,1.0,0.01,0.02,0.001942,0.001942,3.5,0.285714,514.9219,-99.3203,2,NegBin
A. Morris,middlesbrough,Neutral,tackles,PLAYER_TO_HAVE_1_OR_MORE_TACKLES,26,0,2.3846,2.3846,3.9262,1.0,2.3846,3.9262,0.841072,0.841072,1.05,0.952381,1.189,-11.6874,1,NegBin
A. Morris,middlesbrough,Neutral,tackles,PLAYER_TO_HAVE_2_OR_MORE_TACKLES,26,0,2.3846,2.3846,3.9262,1.0,2.3846,3.9262,0.610892,0.610892,1.25,0.8,1.637,-23.6385,2,NegBin
L. Ayling,middlesbrough,Neutral,tackles,PLAYER_TO_HAVE_1_OR_MORE_TACKLES,29,0,2.069,2.069,2.6379,1.0,2.069,2.6379,0.839234,0.839234,1.06,0.943396,1.1916,-11.0411,1,NegBin
L. Ayling,middlesbrough,Neutral,tackles,PLAYER_TO_HAVE_2_OR_MORE_TACKLES,29,0,2.069,2.069,2.6379,1.0,2.069,2.6379,0.578357,0.578357,1.36,0.735294,1.729,-21.3434,2,NegBin
C. Brittain,middlesbrough,Neutral,tackles,PLAYER_TO_HAVE_1_OR_MORE_TACKLES,25,0,1.76,1.76,1.77,1.0,1.76,1.77,0.827096,0.827096,1.1,0.909091,1.209,-9.0194,1,NegBin
C. Brittain,middlesbrough,Neutral,tackles,PLAYER_TO_HAVE_2_OR_MORE_TACKLES,25,0,1.76,1.76,1.77,1.0,1.76,1.77,0.524504,0.524504,1.5,0.666667,1.9066,-21.3244,2,NegBin
H. Hackney,middlesbrough,Neutral,tackles,PLAYER_TO_HAVE_1_OR_MORE_TACKLES,20,0,1.6,1.6,2.2526,1.0,1.6,2.2526,0.738651,0.738651,1.05,0.952381,1.3538,-22.4417,1,NegBin
H. Hackney,middlesbrough,Neutral,tackles,PLAYER_TO_HAVE_2_OR_MORE_TACKLES,20,0,1.6,1.6,2.2526,1.0,1.6,2.2526,0.44164,0.44164,1.28,0.78125,2.2643,-43.47,2,NegBin
M. Targett,middlesbrough,Neutral,tackles,PLAYER_TO_HAVE_1_OR_MORE_TACKLES,29,0,1.4138,1.4138,1.4655,1.0,1.4138,1.4655,0.750562,0.750562,1.11,0.900901,1.3323,-16.6876,1,NegBin
M. Targett,middlesbrough,Neutral,tackles,PLAYER_TO_HAVE_2_OR_MORE_TACKLES,29,0,1.4138,1.4138,1.4655,1.0,1.4138,1.4655,0.410355,0.410355,1.57,0.636943,2.4369,-35.5743,2,NegBin
M. Whittaker,middlesbrough,Neutral,tackles,PLAYER_TO_HAVE_1_OR_MORE_TACKLES,24,0,1.1667,1.1667,1.1767,1.0,1.1667,1.1767,0.687045,0.687045,1.28,0.78125,1.4555,-12.0583,1,NegBin
M. Whittaker,middlesbrough,Neutral,tackles,PLAYER_TO_HAVE_2_OR_MORE_TACKLES,24,0,1.1667,1.1667,1.1767,1.0,1.1667,1.1767,0.325033,0.325033,2.2,0.454545,3.0766,-28.4927,2,NegBin
A. Malanda,middlesbrough,Neutral,tackles,PLAYER_TO_HAVE_1_OR_MORE_TACKLES,24,0,1.0,1.0,1.01,1.0,1.0,1.01,0.630289,0.630289,1.22,0.819672,1.5866,-23.1048,1,NegBin
A. Malanda,middlesbrough,Neutral,tackles,PLAYER_TO_HAVE_2_OR_MORE_TACKLES,24,0,1.0,1.0,1.01,1.0,1.0,1.01,0.264238,0.264238,1.9,0.526316,3.7845,-49.7948,2,NegBin
R. McGree,middlesbrough,Neutral,tackles,PLAYER_TO_HAVE_1_OR_MORE_TACKLES,18,0,0.9444,0.9444,0.9544,1.0,0.9444,0.9544,0.609169,0.609169,1.16,0.862069,1.6416,-29.3364,1,NegBin
R. McGree,middlesbrough,Neutral,tackles,PLAYER_TO_HAVE_2_OR_MORE_TACKLES,18,0,0.9444,0.9444,0.9544,1.0,0.9444,0.9544,0.243918,0.243918,1.8,0.555556,4.0997,-56.0948,2,NegBin
A. Browne,middlesbrough,Neutral,tackles,PLAYER_TO_HAVE_1_OR_MORE_TACKLES,23,0,1.087,1.087,1.1739,1.0,1.087,1.1739,0.648542,0.648542,1.1,0.909091,1.5419,-28.6603,1,NegBin
A. Browne,middlesbrough,Neutral,tackles,PLAYER_TO_HAVE_2_OR_MORE_TACKLES,23,0,1.087,1.087,1.1739,1.0,1.087,1.1739,0.294821,0.294821,1.5,0.666667,3.3919,-55.7768,2,NegBin
A. Gilbert,middlesbrough,Neutral,tackles,PLAYER_TO_HAVE_1_OR_MORE_TACKLES,14,0,1.0714,1.0714,1.0814,1.0,1.0714,1.0814,0.655775,0.655775,1.1,0.909091,1.5249,-27.8648,1,NegBin
A. Gilbert,middlesbrough,Neutral,tackles,PLAYER_TO_HAVE_2_OR_MORE_TACKLES,14,0,1.0714,1.0714,1.0814,1.0,1.0714,1.0814,0.290373,0.290373,1.5,0.666667,3.4438,-56.4441,2,NegBin
