Bookmaker,Market,Context,Player_Team,Label,Column_Header,Odds
"Bet365","TOTAL SHOTS","Hull","","7.5","Under","3.75"
"Bet365","TOTAL SHOTS","Hull","","8.5","Over","1.44"
"Bet365","TOTAL SHOTS","Hull","","8.5","Under","2.62"
"Bet365","TOTAL SHOTS","Hull","","9.5","Over","1.66"
"Bet365","TOTAL SHOTS","Hull","","9.5","Under","2.10"
"Bet365","TOTAL SHOTS","Hull","","10.5","Over","2.00"
"Bet365","TOTAL SHOTS","Hull","","10.5","Under","1.72"
"Bet365","TOTAL SHOTS","Hull","","11.5","Over","2.50"
"Bet365","TOTAL SHOTS","Hull","","11.5","Under","1.50"
"Bet365","TOTAL SHOTS","Hull","","12.5","Over","3.25"
"Bet365","TOTAL SHOTS","Hull","","12.5","Under","1.33"
"Bet365","TOTAL SHOTS","Hull","","13.5","Over","4.33"
"Bet365","TOTAL SHOTS","Hull","","13.5","Under","1.20"
"Bet365","TOTAL SHOTS","Hull","","14.5","Over","5.50"
"Bet365","TOTAL SHOTS","Hull","","14.5","Under","1.12"
"Bet365","TOTAL SHOTS","Hull","","15.5","Over","7.00"
"Bet365","TOTAL SHOTS","Hull","","15.5","Under","1.083"
"Bet365","TOTAL SHOTS","Hull","","16.5","Over","8.50"
"Bet365","TOTAL SHOTS","Hull","","16.5","Under","1.05"
"Bet365","TOTAL OFFSIDES","Hull","","0.5","Over","1.16"
"Bet365","TOTAL OFFSIDES","Hull","","0.5","Under","4.50"
"Bet365","TOTAL OFFSIDES","Hull","","1.5","Over","1.72"
"Bet365","TOTAL OFFSIDES","Hull","","1.5","Under","2.00"
"Bet365","TOTAL OFFSIDES","Hull","","2.5","Over","3.25"
"Bet365","TOTAL OFFSIDES","Hull","","2.5","Under","1.33"
"Bet365","TOTAL OFFSIDES","Hull","","3.5","Over","6.00"
"Bet365","TOTAL OFFSIDES","Hull","","3.5","Under","1.11"
"Bet365","TOTAL TACKLES","Hull","","19.5","Over","2.00"
"Bet365","TOTAL TACKLES","Hull","","19.5","Under","1.72"
"Bet365","FREE KICKS","Hull","","5.5 Free Kicks","Over","1.03"
"Bet365","FREE KICKS","Hull","","5.5 Free Kicks","Under","15.00"
"Bet365","FREE KICKS","Hull","","6.5 Free Kicks","Over","1.083"
"Bet365","FREE KICKS","Hull","","6.5 Free Kicks","Under","8.00"
"Bet365","FREE KICKS","Hull","","7.5 Free Kicks","Over","1.16"
"Bet365","FREE KICKS","Hull","","7.5 Free Kicks","Under","5.00"
"Bet365","FREE KICKS","Hull","","8.5 Free Kicks","Over","1.30"
"Bet365","FREE KICKS","Hull","","8.5 Free Kicks","Under","3.40"
"Bet365","FREE KICKS","Hull","","9.5 Free Kicks","Over","1.50"
"Bet365","FREE KICKS","Hull","","9.5 Free Kicks","Under","2.50"
"Bet365","FREE KICKS","Hull","","10.5 Free Kicks","Over","1.80"
"Bet365","FREE KICKS","Hull","","10.5 Free Kicks","Under","1.90"
"Bet365","FREE KICKS","Hull","","11.5 Free Kicks","Over","2.20"
"Bet365","FREE KICKS","Hull","","11.5 Free Kicks","Under","1.61"
"Bet365","FREE KICKS","Hull","","12.5 Free Kicks","Over","2.75"
"Bet365","FREE KICKS","Hull","","12.5 Free Kicks","Under","1.40"
"Bet365","FREE KICKS","Hull","","13.5 Free Kicks","Over","3.75"
"Bet365","FREE KICKS","Hull","","13.5 Free Kicks","Under","1.25"
"Bet365","FREE KICKS","Hull","","14.5 Free Kicks","Over","5.50"
"Bet365","FREE KICKS","Hull","","14.5 Free Kicks","Under","1.14"
"Bet365","FREE KICKS","Hull","","15.5 Free Kicks","Over","8.00"
"Bet365","FREE KICKS","Hull","","15.5 Free Kicks","Under","1.083"
"Bet365","FREE KICKS","Hull","","16.5 Free Kicks","Over","11.00"
"Bet365","FREE KICKS","Hull","","16.5 Free Kicks","Under","1.05"
"Bet365","FREE KICKS","Hull","","17.5 Free Kicks","Over","17.00"
"Bet365","FREE KICKS","Hull","","17.5 Free Kicks","Under","1.025"
"Bet365","THROW INS","Hull","","12.5 Throw Ins","Over","1.03"
"Bet365","THROW INS","Hull","","12.5 Throw Ins","Under","15.00"
"Bet365","THROW INS","Hull","","13.5 Throw Ins","Over","1.062"
"Bet365","THROW INS","Hull","","13.5 Throw Ins","Under","10.00"
"Bet365","THROW INS","Hull","","14.5 Throw Ins","Over","1.10"
"Bet365","THROW INS","Hull","","14.5 Throw Ins","Under","7.00"
"Bet365","THROW INS","Hull","","15.5 Throw Ins","Over","1.14"
"Bet365","THROW INS","Hull","","15.5 Throw Ins","Under","5.50"
"Bet365","THROW INS","Hull","","16.5 Throw Ins","Over","1.22"
"Bet365","THROW INS","Hull","","16.5 Throw Ins","Under","4.00"
"Bet365","THROW INS","Hull","","17.5 Throw Ins","Over","1.33"
"Bet365","THROW INS","Hull","","17.5 Throw Ins","Under","3.25"
"Bet365","THROW INS","Hull","","18.5 Throw Ins","Over","1.44"
"Bet365","THROW INS","Hull","","18.5 Throw Ins","Under","2.62"
"Bet365","THROW INS","Hull","","19.5 Throw Ins","Over","1.61"
"Bet365","THROW INS","Hull","","19.5 Throw Ins","Under","2.20"
"Bet365","THROW INS","Hull","","20.5 Throw Ins","Over","1.83"
"Bet365","THROW INS","Hull","","20.5 Throw Ins","Under","1.83"
"Bet365","THROW INS","Hull","","21.5 Throw Ins","Over","2.20"
"Bet365","THROW INS","Hull","","21.5 Throw Ins","Under","1.61"
"Bet365","THROW INS","Hull","","22.5 Throw Ins","Over","2.50"
"Bet365","THROW INS","Hull","","22.5 Throw Ins","Under","1.50"
"Bet365","THROW INS","Hull","","23.5 Throw Ins","Over","3.00"
"Bet365","THROW INS","Hull","","23.5 Throw Ins","Under","1.36"
"Bet365","THROW INS","Hull","","24.5 Throw Ins","Over","3.75"
"Bet365","THROW INS","Hull","","24.5 Throw Ins","Under","1.25"
"Bet365","THROW INS","Hull","","25.5 Throw Ins","Over","4.50"
"Bet365","THROW INS","Hull","","25.5 Throw Ins","Under","1.18"
"Bet365","THROW INS","Hull","","26.5 Throw Ins","Over","6.00"
"Bet365","THROW INS","Hull","","26.5 Throw Ins","Under","1.12"
"Bet365","THROW INS","Hull","","27.5 Throw Ins","Over","8.00"
"Bet365","THROW INS","Hull","","27.5 Throw Ins","Under","1.083"
"Bet365","THROW INS","Hull","","28.5 Throw Ins","Over","10.00"
"Bet365","THROW INS","Hull","","28.5 Throw Ins","Under","1.062"
"Bet365","THROW INS","Hull","","29.5 Throw Ins","Over","13.00"
"Bet365","THROW INS","Hull","","29.5 Throw Ins","Under","1.04"
"Bet365","THROW INS","Hull","","30.5 Throw Ins","Over","17.00"
"Bet365","THROW INS","Hull","","30.5 Throw Ins","Under","1.025"
"Bet365","GOAL KICKS","Hull","","4.5 Goal Kicks","Over","1.05"
"Bet365","GOAL KICKS","Hull","","4.5 Goal Kicks","Under","11.00"
"Bet365","GOAL KICKS","Hull","","5.5 Goal Kicks","Over","1.11"
"Bet365","GOAL KICKS","Hull","","5.5 Goal Kicks","Under","6.50"
"Bet365","GOAL KICKS","Hull","","6.5 Goal Kicks","Over","1.22"
"Bet365","GOAL KICKS","Hull","","6.5 Goal Kicks","Under","4.00"
"Bet365","GOAL KICKS","Hull","","7.5 Goal Kicks","Over","1.44"
"Bet365","GOAL KICKS","Hull","","7.5 Goal Kicks","Under","2.62"
"Bet365","GOAL KICKS","Hull","","8.5 Goal Kicks","Over","1.72"
"Bet365","GOAL KICKS","Hull","","8.5 Goal Kicks","Under","2.00"
"Bet365","GOAL KICKS","Hull","","9.5 Goal Kicks","Over","2.20"
"Bet365","GOAL KICKS","Hull","","9.5 Goal Kicks","Under","1.61"
"Bet365","GOAL KICKS","Hull","","10.5 Goal Kicks","Over","3.00"
"Bet365","GOAL KICKS","Hull","","10.5 Goal Kicks","Under","1.36"
"Bet365","GOAL KICKS","Hull","","11.5 Goal Kicks","Over","4.00"
"Bet365","GOAL KICKS","Hull","","11.5 Goal Kicks","Under","1.22"
"Bet365","GOAL KICKS","Hull","","12.5 Goal Kicks","Over","6.00"
"Bet365","GOAL KICKS","Hull","","12.5 Goal Kicks","Under","1.12"
"Bet365","GOAL KICKS","Hull","","13.5 Goal Kicks","Over","9.00"
"Bet365","GOAL KICKS","Hull","","13.5 Goal Kicks","Under","1.071"
"Bet365","GOAL KICKS","Hull","","14.5 Goal Kicks","Over","13.00"
"Bet365","GOAL KICKS","Hull","","14.5 Goal Kicks","Under","1.04"
"Bet365","TOTAL GOALS","Middlesbrough","","0 Goals","Over","1.22"
"Bet365","TOTAL GOALS","Middlesbrough","","0 Goals","Exactly","4.00"
"Bet365","TOTAL GOALS","Middlesbrough","","1 Goals","Over","2.00"
"Bet365","TOTAL GOALS","Middlesbrough","","1 Goals","Exactly","2.75"
"Bet365","TOTAL GOALS","Middlesbrough","","1 Goals","Under","4.00"
"Bet365","TOTAL GOALS","Middlesbrough","","2 Goals","Over","4.33"
"Bet365","TOTAL GOALS","Middlesbrough","","2 Goals","Exactly","3.50"
"Bet365","TOTAL GOALS","Middlesbrough","","2 Goals","Under","1.72"
"Bet365","TOTAL GOALS","Middlesbrough","","3 Goals","Over","11.00"
"Bet365","TOTAL GOALS","Middlesbrough","","3 Goals","Exactly","6.50"
"Bet365","TOTAL GOALS","Middlesbrough","","3 Goals","Under","1.20"
"Bet365","TOTAL GOALS","Middlesbrough","","4 Goals","Over","26.00"
"Bet365","TOTAL GOALS","Middlesbrough","","4 Goals","Exactly","13.00"
"Bet365","TOTAL GOALS","Middlesbrough","","4 Goals","Under","1.05"
"Bet365","TOTAL GOALS","Middlesbrough","","5 Goals","Over","41.00"
"Bet365","TOTAL GOALS","Middlesbrough","","5 Goals","Exactly","29.00"
"Bet365","TOTAL GOALS","Middlesbrough","","5 Goals","Under","1.01"
"Bet365","CORNERS","Middlesbrough","","2 Corners","Over","1.035"
"Bet365","CORNERS","Middlesbrough","","2 Corners","Exactly","17.00"
"Bet365","CORNERS","Middlesbrough","","2 Corners","Under","26.00"
"Bet365","CORNERS","Middlesbrough","","3 Corners","Over","1.11"
"Bet365","CORNERS","Middlesbrough","","3 Corners","Exactly","11.00"
"Bet365","CORNERS","Middlesbrough","","3 Corners","Under","13.00"
"Bet365","CORNERS","Middlesbrough","","4 Corners","Over","1.25"
"Bet365","CORNERS","Middlesbrough","","4 Corners","Exactly","8.00"
"Bet365","CORNERS","Middlesbrough","","4 Corners","Under","6.50"
"Bet365","CORNERS","Middlesbrough","","5 Corners","Over","1.50"
"Bet365","CORNERS","Middlesbrough","","5 Corners","Exactly","7.00"
"Bet365","CORNERS","Middlesbrough","","5 Corners","Under","3.75"
"Bet365","CORNERS","Middlesbrough","","6 Corners","Over","1.83"
"Bet365","CORNERS","Middlesbrough","","6 Corners","Exactly","7.00"
"Bet365","CORNERS","Middlesbrough","","6 Corners","Under","2.50"
"Bet365","CORNERS","Middlesbrough","","7 Corners","Over","2.50"
"Bet365","CORNERS","Middlesbrough","","7 Corners","Exactly","7.50"
"Bet365","CORNERS","Middlesbrough","","7 Corners","Under","1.83"
"Bet365","CORNERS","Middlesbrough","","8 Corners","Over","3.40"
"Bet365","CORNERS","Middlesbrough","","8 Corners","Exactly","8.50"
"Bet365","CORNERS","Middlesbrough","","8 Corners","Under","1.50"
"Bet365","CORNERS","Middlesbrough","","9 Corners","Over","5.00"
"Bet365","CORNERS","Middlesbrough","","9 Corners","Exactly","10.00"
"Bet365","CORNERS","Middlesbrough","","9 Corners","Under","1.28"
"Bet365","CORNERS","Middlesbrough","","10 Corners","Over","7.50"
"Bet365","CORNERS","Middlesbrough","","10 Corners","Exactly","13.00"
"Bet365","CORNERS","Middlesbrough","","10 Corners","Under","1.14"
"Bet365","CORNERS","Middlesbrough","","11 Corners","Over","11.00"
"Bet365","CORNERS","Middlesbrough","","11 Corners","Exactly","17.00"
"Bet365","CORNERS","Middlesbrough","","11 Corners","Under","1.071"
"Bet365","CORNERS","Middlesbrough","","12 Corners","Over","15.00"
"Bet365","CORNERS","Middlesbrough","","12 Corners","Exactly","21.00"
"Bet365","CORNERS","Middlesbrough","","12 Corners","Under","1.04"
"Bet365","CORNERS","Middlesbrough","","13 Corners","Over","21.00"
"Bet365","CORNERS","Middlesbrough","","13 Corners","Exactly","26.00"
"Bet365","CORNERS","Middlesbrough","","13 Corners","Under","1.025"
"Bet365","CARDS","Middlesbrough","","0 Cards","Over","1.12"
"Bet365","CARDS","Middlesbrough","","0 Cards","Exactly","6.00"
"Bet365","CARDS","Middlesbrough","","1 Cards","Over","1.57"
"Bet365","CARDS","Middlesbrough","","1 Cards","Exactly","3.60"
"Bet365","CARDS","Middlesbrough","","1 Cards","Under","6.00"
"Bet365","CARDS","Middlesbrough","","2 Cards","Over","2.75"
"Bet365","CARDS","Middlesbrough","","2 Cards","Exactly","3.25"
"Bet365","CARDS","Middlesbrough","","2 Cards","Under","2.25"
"Bet365","CARDS","Middlesbrough","","3 Cards","Over","6.50"
"Bet365","CARDS","Middlesbrough","","3 Cards","Exactly","4.75"
"Bet365","CARDS","Middlesbrough","","3 Cards","Under","1.40"
"Bet365","CARDS","Middlesbrough","","4 Cards","Over","15.00"
"Bet365","CARDS","Middlesbrough","","4 Cards","Exactly","9.00"
"Bet365","CARDS","Middlesbrough","","4 Cards","Under","1.11"
"Bet365","CARDS","Middlesbrough","","5 Cards","Over","34.00"
"Bet365","CARDS","Middlesbrough","","5 Cards","Exactly","17.00"
"Bet365","CARDS","Middlesbrough","","5 Cards","Under","1.03"
"Bet365","TOTAL SHOTS ON TARGET","Middlesbrough","","2.5","Over","1.12"
"Bet365","TOTAL SHOTS ON TARGET","Middlesbrough","","2.5","Under","5.50"
"Bet365","TOTAL SHOTS ON TARGET","Middlesbrough","","3.5","Over","1.33"
"Bet365","TOTAL SHOTS ON TARGET","Middlesbrough","","3.5","Under","3.25"
"Bet365","TOTAL SHOTS ON TARGET","Middlesbrough","","4.5","Over","1.72"
"Bet365","TOTAL SHOTS ON TARGET","Middlesbrough","","4.5","Under","2.00"
"Bet365","TOTAL SHOTS ON TARGET","Middlesbrough","","5.5","Over","2.37"
"Bet365","TOTAL SHOTS ON TARGET","Middlesbrough","","5.5","Under","1.53"
"Bet365","TOTAL SHOTS ON TARGET","Middlesbrough","","6.5","Over","3.75"
"Bet365","TOTAL SHOTS ON TARGET","Middlesbrough","","6.5","Under","1.25"
"Bet365","TOTAL SHOTS ON TARGET","Middlesbrough","","7.5","Over","5.50"
"Bet365","TOTAL SHOTS ON TARGET","Middlesbrough","","7.5","Under","1.12"
"Bet365","TOTAL SHOTS ON TARGET","Middlesbrough","","8.5","Over","8.00"
"Bet365","TOTAL SHOTS ON TARGET","Middlesbrough","","8.5","Under","1.062"
"Bet365","TOTAL SHOTS","Middlesbrough","","8.5","Over","1.062"
"Bet365","TOTAL SHOTS","Middlesbrough","","8.5","Under","8.00"
"Bet365","TOTAL SHOTS","Middlesbrough","","9.5","Over","1.11"
"Bet365","TOTAL SHOTS","Middlesbrough","","9.5","Under","6.00"
"Bet365","TOTAL SHOTS","Middlesbrough","","10.5","Over","1.20"
"Bet365","TOTAL SHOTS","Middlesbrough","","10.5","Under","4.33"
"Bet365","TOTAL SHOTS","Middlesbrough","","11.5","Over","1.30"
"Bet365","TOTAL SHOTS","Middlesbrough","","11.5","Under","3.40"
"Bet365","TOTAL SHOTS","Middlesbrough","","12.5","Over","1.44"
"Bet365","TOTAL SHOTS","Middlesbrough","","12.5","Under","2.62"
"Bet365","TOTAL SHOTS","Middlesbrough","","13.5","Over","1.66"
"Bet365","TOTAL SHOTS","Middlesbrough","","13.5","Under","2.10"
"Bet365","TOTAL SHOTS","Middlesbrough","","14.5","Over","1.90"
"Bet365","TOTAL SHOTS","Middlesbrough","","14.5","Under","1.80"
"Bet365","TOTAL SHOTS","Middlesbrough","","15.5","Over","2.25"
"Bet365","TOTAL SHOTS","Middlesbrough","","15.5","Under","1.57"
"Bet365","TOTAL SHOTS","Middlesbrough","","16.5","Over","2.75"
"Bet365","TOTAL SHOTS","Middlesbrough","","16.5","Under","1.40"
"Bet365","TOTAL SHOTS","Middlesbrough","","17.5","Over","3.50"
"Bet365","TOTAL SHOTS","Middlesbrough","","17.5","Under","1.28"
"Bet365","TOTAL SHOTS","Middlesbrough","","18.5","Over","4.33"
"Bet365","TOTAL SHOTS","Middlesbrough","","18.5","Under","1.20"
"Bet365","TOTAL SHOTS","Middlesbrough","","19.5","Over","5.00"
"Bet365","TOTAL SHOTS","Middlesbrough","","19.5","Under","1.14"
"Bet365","TOTAL SHOTS","Middlesbrough","","20.5","Over","7.00"
"Bet365","TOTAL SHOTS","Middlesbrough","","20.5","Under","1.083"
"Bet365","TOTAL SHOTS","Middlesbrough","","21.5","Over","8.00"
"Bet365","TOTAL SHOTS","Middlesbrough","","21.5","Under","1.062"
"Bet365","TOTAL OFFSIDES","Middlesbrough","","0.5","Over","1.25"
"Bet365","TOTAL OFFSIDES","Middlesbrough","","0.5","Under","3.75"
"Bet365","TOTAL OFFSIDES","Middlesbrough","","1.5","Over","2.10"
"Bet365","TOTAL OFFSIDES","Middlesbrough","","1.5","Under","1.66"
"Bet365","TOTAL OFFSIDES","Middlesbrough","","2.5","Over","4.33"
"Bet365","TOTAL OFFSIDES","Middlesbrough","","2.5","Under","1.20"
"Bet365","TOTAL OFFSIDES","Middlesbrough","","3.5","Over","8.00"
"Bet365","TOTAL OFFSIDES","Middlesbrough","","3.5","Under","1.062"
"Bet365","TOTAL TACKLES","Middlesbrough","","10.5","Over","1.05"
"Bet365","TOTAL TACKLES","Middlesbrough","","10.5","Under","8.50"
"Bet365","TOTAL TACKLES","Middlesbrough","","12.5","Over","1.16"
"Bet365","TOTAL TACKLES","Middlesbrough","","12.5","Under","4.50"
"Bet365","TOTAL TACKLES","Middlesbrough","","14.5","Over","1.44"
"Bet365","TOTAL TACKLES","Middlesbrough","","14.5","Under","2.62"
"Bet365","TOTAL TACKLES","Middlesbrough","","16.5","Over","1.90"
"Bet365","TOTAL TACKLES","Middlesbrough","","16.5","Under","1.80"
"Bet365","TOTAL TACKLES","Middlesbrough","","18.5","Over","3.00"
"Bet365","TOTAL TACKLES","Middlesbrough","","18.5","Under","1.36"
"Bet365","TOTAL TACKLES","Middlesbrough","","20.5","Over","4.50"
"Bet365","TOTAL TACKLES","Middlesbrough","","20.5","Under","1.16"
"Bet365","TOTAL TACKLES","Middlesbrough","","22.5","Over","7.50"
"Bet365","TOTAL TACKLES","Middlesbrough","","22.5","Under","1.071"
"Bet365","FREE KICKS","Middlesbrough","","7.5 Free Kicks","Over","1.025"
"Bet365","FREE KICKS","Middlesbrough","","7.5 Free Kicks","Under","17.00"
"Bet365","FREE KICKS","Middlesbrough","","8.5 Free Kicks","Over","1.05"
"Bet365","FREE KICKS","Middlesbrough","","8.5 Free Kicks","Under","11.00"
"Bet365","FREE KICKS","Middlesbrough","","9.5 Free Kicks","Over","1.11"
"Bet365","FREE KICKS","Middlesbrough","","9.5 Free Kicks","Under","6.50"
"Bet365","FREE KICKS","Middlesbrough","","10.5 Free Kicks","Over","1.18"
"Bet365","FREE KICKS","Middlesbrough","","10.5 Free Kicks","Under","4.50"
"Bet365","FREE KICKS","Middlesbrough","","11.5 Free Kicks","Over","1.30"
"Bet365","FREE KICKS","Middlesbrough","","11.5 Free Kicks","Under","3.40"
"Bet365","FREE KICKS","Middlesbrough","","12.5 Free Kicks","Over","1.44"
"Bet365","FREE KICKS","Middlesbrough","","12.5 Free Kicks","Under","2.62"
"Bet365","FREE KICKS","Middlesbrough","","13.5 Free Kicks","Over","1.66"
"Bet365","FREE KICKS","Middlesbrough","","13.5 Free Kicks","Under","2.10"
"Bet365","FREE KICKS","Middlesbrough","","14.5 Free Kicks","Over","2.00"
"Bet365","FREE KICKS","Middlesbrough","","14.5 Free Kicks","Under","1.72"
"Bet365","FREE KICKS","Middlesbrough","","15.5 Free Kicks","Over","2.50"
"Bet365","FREE KICKS","Middlesbrough","","15.5 Free Kicks","Under","1.50"
"Bet365","FREE KICKS","Middlesbrough","","16.5 Free Kicks","Over","3.25"
"Bet365","FREE KICKS","Middlesbrough","","16.5 Free Kicks","Under","1.33"
"Bet365","FREE KICKS","Middlesbrough","","17.5 Free Kicks","Over","4.00"
"Bet365","FREE KICKS","Middlesbrough","","17.5 Free Kicks","Under","1.22"
"Bet365","FREE KICKS","Middlesbrough","","18.5 Free Kicks","Over","5.50"
"Bet365","FREE KICKS","Middlesbrough","","18.5 Free Kicks","Under","1.14"
"Bet365","FREE KICKS","Middlesbrough","","19.5 Free Kicks","Over","7.00"
"Bet365","FREE KICKS","Middlesbrough","","19.5 Free Kicks","Under","1.10"
"Bet365","FREE KICKS","Middlesbrough","","20.5 Free Kicks","Over","10.00"
"Bet365","FREE KICKS","Middlesbrough","","20.5 Free Kicks","Under","1.062"
"Bet365","FREE KICKS","Middlesbrough","","21.5 Free Kicks","Over","15.00"
"Bet365","FREE KICKS","Middlesbrough","","21.5 Free Kicks","Under","1.03"
"Bet365","FREE KICKS","Middlesbrough","","22.5 Free Kicks","Over","19.00"
"Bet365","FREE KICKS","Middlesbrough","","22.5 Free Kicks","Under","1.02"
"Bet365","THROW INS","Middlesbrough","","13.5 Throw Ins","Over","1.025"
"Bet365","THROW INS","Middlesbrough","","13.5 Throw Ins","Under","17.00"
"Bet365","THROW INS","Middlesbrough","","14.5 Throw Ins","Over","1.04"
"Bet365","THROW INS","Middlesbrough","","14.5 Throw Ins","Under","13.00"
"Bet365","THROW INS","Middlesbrough","","15.5 Throw Ins","Over","1.071"
"Bet365","THROW INS","Middlesbrough","","15.5 Throw Ins","Under","9.00"
"Bet365","THROW INS","Middlesbrough","","16.5 Throw Ins","Over","1.11"
"Bet365","THROW INS","Middlesbrough","","16.5 Throw Ins","Under","6.50"
"Bet365","THROW INS","Middlesbrough","","17.5 Throw Ins","Over","1.18"
"Bet365","THROW INS","Middlesbrough","","17.5 Throw Ins","Under","4.50"
"Bet365","THROW INS","Middlesbrough","","18.5 Throw Ins","Over","1.25"
"Bet365","THROW INS","Middlesbrough","","18.5 Throw Ins","Under","3.75"
"Bet365","THROW INS","Middlesbrough","","19.5 Throw Ins","Over","1.36"
"Bet365","THROW INS","Middlesbrough","","19.5 Throw Ins","Under","3.00"
"Bet365","THROW INS","Middlesbrough","","20.5 Throw Ins","Over","1.50"
"Bet365","THROW INS","Middlesbrough","","20.5 Throw Ins","Under","2.50"
"Bet365","THROW INS","Middlesbrough","","21.5 Throw Ins","Over","1.66"
"Bet365","THROW INS","Middlesbrough","","21.5 Throw Ins","Under","2.10"
"Bet365","THROW INS","Middlesbrough","","22.5 Throw Ins","Over","1.83"
"Bet365","THROW INS","Middlesbrough","","22.5 Throw Ins","Under","1.83"
"Bet365","THROW INS","Middlesbrough","","23.5 Throw Ins","Over","2.10"
"Bet365","THROW INS","Middlesbrough","","23.5 Throw Ins","Under","1.66"
"Bet365","THROW INS","Middlesbrough","","24.5 Throw Ins","Over","2.50"
"Bet365","THROW INS","Middlesbrough","","24.5 Throw Ins","Under","1.50"
"Bet365","THROW INS","Middlesbrough","","25.5 Throw Ins","Over","3.00"
"Bet365","THROW INS","Middlesbrough","","25.5 Throw Ins","Under","1.36"
"Bet365","THROW INS","Middlesbrough","","26.5 Throw Ins","Over","3.50"
"Bet365","THROW INS","Middlesbrough","","26.5 Throw Ins","Under","1.28"
"Bet365","THROW INS","Middlesbrough","","27.5 Throw Ins","Over","4.33"
"Bet365","THROW INS","Middlesbrough","","27.5 Throw Ins","Under","1.20"
"Bet365","THROW INS","Middlesbrough","","28.5 Throw Ins","Over","5.50"
"Bet365","THROW INS","Middlesbrough","","28.5 Throw Ins","Under","1.14"
"Bet365","THROW INS","Middlesbrough","","29.5 Throw Ins","Over","7.00"
"Bet365","THROW INS","Middlesbrough","","29.5 Throw Ins","Under","1.10"
"Bet365","THROW INS","Middlesbrough","","30.5 Throw Ins","Over","9.00"
"Bet365","THROW INS","Middlesbrough","","30.5 Throw Ins","Under","1.071"
"Bet365","THROW INS","Middlesbrough","","31.5 Throw Ins","Over","11.00"
"Bet365","THROW INS","Middlesbrough","","31.5 Throw Ins","Under","1.05"
"Bet365","THROW INS","Middlesbrough","","32.5 Throw Ins","Over","15.00"
"Bet365","THROW INS","Middlesbrough","","32.5 Throw Ins","Under","1.03"
"Bet365","THROW INS","Middlesbrough","","33.5 Throw Ins","Over","19.00"
"Bet365","THROW INS","Middlesbrough","","33.5 Throw Ins","Under","1.02"
"Bet365","GOAL KICKS","Middlesbrough","","3.5 Goal Kicks","Over","1.062"
"Bet365","GOAL KICKS","Middlesbrough","","3.5 Goal Kicks","Under","10.00"
"Bet365","GOAL KICKS","Middlesbrough","","4.5 Goal Kicks","Over","1.16"
"Bet365","GOAL KICKS","Middlesbrough","","4.5 Goal Kicks","Under","5.00"
"Bet365","GOAL KICKS","Middlesbrough","","5.5 Goal Kicks","Over","1.33"
"Bet365","GOAL KICKS","Middlesbrough","","5.5 Goal Kicks","Under","3.25"
"Bet365","GOAL KICKS","Middlesbrough","","6.5 Goal Kicks","Over","1.61"
"Bet365","GOAL KICKS","Middlesbrough","","6.5 Goal Kicks","Under","2.20"
"Bet365","GOAL KICKS","Middlesbrough","","7.5 Goal Kicks","Over","2.10"
"Bet365","GOAL KICKS","Middlesbrough","","7.5 Goal Kicks","Under","1.66"
"Bet365","GOAL KICKS","Middlesbrough","","8.5 Goal Kicks","Over","3.00"
"Bet365","GOAL KICKS","Middlesbrough","","8.5 Goal Kicks","Under","1.36"
"Bet365","GOAL KICKS","Middlesbrough","","9.5 Goal Kicks","Over","4.00"
"Bet365","GOAL KICKS","Middlesbrough","","9.5 Goal Kicks","Under","1.22"
"Bet365","GOAL KICKS","Middlesbrough","","10.5 Goal Kicks","Over","6.50"
"Bet365","GOAL KICKS","Middlesbrough","","10.5 Goal Kicks","Under","1.11"
"Bet365","GOAL KICKS","Middlesbrough","","11.5 Goal Kicks","Over","10.00"
"Bet365","GOAL KICKS","Middlesbrough","","11.5 Goal Kicks","Under","1.062"
"Bet365","GOAL KICKS","Middlesbrough","","12.5 Goal Kicks","Over","17.00"
"Bet365","GOAL KICKS","Middlesbrough","","12.5 Goal Kicks","Under","1.025"
