Bookmaker,Market,Context,Stat,Label,Side,Line,Odds,Implied,n,mu_emp,s2_emp,mu_prior,s2_prior,mu_post,s2_post,Model,p_final,Fair_Odds,EV_pct,Expr,Source,Params
Bet365,TOTAL GOALS,Both Teams Combined,Goals,3 Goals,Under,3.0,1.72,0.5813953488372093,15,2.466666666666667,4.123809523809524,2.8333333333333335,3.302298850574712,2.594202898550725,3.8380666809452415,CMP,0.5198858789809835,1.9234990609094391,-10.579628815270848,P(Under 3) = P(X ≤ 2) = CDF(2),Match from hull-city home rows only,{'lambda': 2.594202898550725}
Bet365,TOTAL GOALS,Both Teams Combined,Goals,4 Goals,Over,4.0,8.0,0.125,15,2.466666666666667,4.123809523809524,2.8333333333333335,3.302298850574712,2.594202898550725,3.8380666809452415,CMP,0.12175795529344635,8.213015712935722,-2.5936357652429187,P(Over 4) = P(X ≥ 5) = 1-CDF(4),Match from hull-city home rows only,{'lambda': 2.594202898550725}
Bet365,TOTAL GOALS,Both Teams Combined,Goals,4 Goals,Exactly,4.0,6.5,0.15384615384615385,15,2.466666666666667,4.123809523809524,2.8333333333333335,3.302298850574712,2.594202898550725,3.8380666809452415,CMP,0.14097967838434514,7.093220891551157,-8.363209050175657,P(Exactly 4) = PMF(4),Match from hull-city home rows only,{'lambda': 2.594202898550725}
Bet365,TOTAL GOALS,Both Teams Combined,Goals,4 Goals,Under,4.0,1.28,0.78125,15,2.466666666666667,4.123809523809524,2.8333333333333335,3.302298850574712,2.594202898550725,3.8380666809452415,CMP,0.7372623663222087,1.356369246118506,-5.630417110757291,P(Under 4) = P(X ≤ 3) = CDF(3),Match from hull-city home rows only,{'lambda': 2.594202898550725}
Bet365,TOTAL GOALS,Both Teams Combined,Goals,5 Goals,Over,5.0,17.0,0.058823529411764705,15,2.466666666666667,4.123809523809524,2.8333333333333335,3.302298850574712,2.594202898550725,3.8380666809452415,CMP,0.048611977233162906,20.57106204924748,-17.35963870362306,P(Over 5) = P(X ≥ 6) = 1-CDF(5),Match from hull-city home rows only,{'lambda': 2.594202898550725}
Bet365,TOTAL GOALS,Both Teams Combined,Goals,5 Goals,Exactly,5.0,12.0,0.08333333333333333,15,2.466666666666667,4.123809523809524,2.8333333333333335,3.302298850574712,2.594202898550725,3.8380666809452415,CMP,0.07314597806028345,13.671291662486862,-12.224826327659866,P(Exactly 5) = PMF(5),Match from hull-city home rows only,{'lambda': 2.594202898550725}
Bet365,TOTAL GOALS,Both Teams Combined,Goals,5 Goals,Under,5.0,1.083,0.9233610341643583,15,2.466666666666667,4.123809523809524,2.8333333333333335,3.302298850574712,2.594202898550725,3.8380666809452415,CMP,0.8782420447065536,1.13863826723774,-4.886386558280242,P(Under 5) = P(X ≤ 4) = CDF(4),Match from hull-city home rows only,{'lambda': 2.594202898550725}
Bet365,TOTAL GOALS,Both Teams Combined,Goals,6 Goals,Over,6.0,34.0,0.029411764705882353,15,2.466666666666667,4.123809523809524,2.8333333333333335,3.302298850574712,2.594202898550725,3.8380666809452415,CMP,0.016986059182943714,58.871807123110365,-42.24739877799137,P(Over 6) = P(X ≥ 7) = 1-CDF(6),Match from hull-city home rows only,{'lambda': 2.594202898550725}
Bet365,TOTAL GOALS,Both Teams Combined,Goals,6 Goals,Exactly,6.0,26.0,0.038461538461538464,15,2.466666666666667,4.123809523809524,2.8333333333333335,3.302298850574712,2.594202898550725,3.8380666809452415,CMP,0.03162591805021917,31.619635465193078,-17.772613069430154,P(Exactly 6) = PMF(6),Match from hull-city home rows only,{'lambda': 2.594202898550725}
Bet365,TOTAL GOALS,Both Teams Combined,Goals,6 Goals,Under,6.0,1.025,0.9756097560975611,15,2.466666666666667,4.123809523809524,2.8333333333333335,3.302298850574712,2.594202898550725,3.8380666809452415,CMP,0.9513880227668371,1.051095847403869,-2.4827276663992093,P(Under 6) = P(X ≤ 5) = CDF(5),Match from hull-city home rows only,{'lambda': 2.594202898550725}
Bet365,CORNERS,Both Teams Combined,Corners,5 Corners,Over,5.0,1.03,0.970873786407767,15,9.6,9.400000000000002,12.2,24.2,10.504347826086956,14.547826086956523,NegBin,0.9190287166514595,1.0881052810227352,-5.340042184899674,P(Over 5) = P(X ≥ 6) = 1-CDF(5),Match from hull-city home rows only,"{'n_nb': 27.28871435250116, 'p_nb': np.float64(0.7220561864913329)}"
Bet365,CORNERS,Both Teams Combined,Corners,5 Corners,Exactly,5.0,21.0,0.047619047619047616,15,9.6,9.400000000000002,12.2,24.2,10.504347826086956,14.547826086956523,NegBin,0.04094050555671367,24.425687626517693,-14.024938330901293,P(Exactly 5) = PMF(5),Match from hull-city home rows only,"{'n_nb': 27.28871435250116, 'p_nb': np.float64(0.7220561864913329)}"
Bet365,CORNERS,Both Teams Combined,Corners,5 Corners,Under,5.0,23.0,0.043478260869565216,15,9.6,9.400000000000002,12.2,24.2,10.504347826086956,14.547826086956523,NegBin,0.04003077779182677,24.98077866986071,-7.929211078798437,P(Under 5) = P(X ≤ 4) = CDF(4),Match from hull-city home rows only,"{'n_nb': 27.28871435250116, 'p_nb': np.float64(0.7220561864913329)}"
